IRI_Initial,TC,SPALL,PATCH,FAULT,AGE,FI,P200,IRI
1.07,0,0,44,4,9,120,25.70000076,1.434
1.55,0,5.88,0,10.2,9,120,21.60000038,1.633
1.07,0,0,44,4,9,120,25.70000076,1.436
3.19,0,70.97,3.600000083,3.1,19,1375,3.599999905,3.198
0.94,0,0,15.39999962,17.5,9,120,17.10000038,1.125
0.94,0,0,15.39999962,17.5,9,120,17.10000038,1.164
1.49,0,0,0,10.2,9,120,9.800000191,1.759
0.84,0,0,0,0,9,120,16.20000076,0.883
1.17,17.02,4.26,132.1999989,0,7,129,16.5,1.19
1.55,0,6.06,0,0,7,129,21.60000038,1.633
0.82,0,45.45,0,0,7,129,11.89999962,0.86
2.75,3.33,40,0,123,28,1215,33.40000153,2.842
1.07,0,5,46.59999847,8,13,120,25.70000076,1.373
1.49,0,0,0,30.6,13,120,9.800000191,1.783
1.07,0,5,46.59999847,8,13,120,25.70000076,1.352
1.07,0,5,46.59999847,8,13,120,25.70000076,1.484
1.14,0,0,0,3.4,12,5,9,1.53
1.77,0,0,0,0,12,5,48.59999847,1.868
1.14,0,0,0,3.4,12,5,9,1.542
1.49,0,0,0,30.6,13,120,9.800000191,1.807
1.17,16.67,2.08,102.9000015,38.4,13,120,16.5,1.304
1.17,16.67,2.08,102.9000015,38.4,13,120,16.5,1.333
2.75,20,63.33,0,153,30,1012,33.40000153,3.743
0.94,0,5.71,15.39999962,0,8,144,17.10000038,1.114
1.17,14.58,2.08,109,19.2,9,120,16.5,1.421
1.55,0,0,0,3.3,1,52,21.60000038,1.557
1.55,0,0,0,3.3,1,52,21.60000038,1.651
1.55,0,0,0,3.3,1,52,21.60000038,1.557
0.84,0,3.03,0,0,0,144,16.20000076,0.888
1.29,0,0,0,6.8,4,8,12,1.356
1.29,0,0,0,6.8,4,8,12,1.319
1.29,0,0,0,6.8,4,8,12,1.317
1.29,0,0,0,6.8,4,8,12,1.347
1.69,0,0,0,6.8,3,27,43,1.803
1.77,0,0,0,3.4,3,27,48.59999847,1.789
1.69,0,0,0,6.8,3,27,43,1.841
1.69,0,23.08,21.80000067,15.6,12,864,4.699999809,1.553
1.14,0,5.88,0,23.8,5,19,9,1.372
1.24,5.88,0,0.400000006,0,5,19,56.59999847,1.43
0.84,0,0,0,0,1,52,16.20000076,0.942
0.84,0,0,0,0,1,52,16.20000076,0.859
1.55,0,9.09,0,3.3,0,144,21.60000038,1.592
0.94,0,91.43,15.10000038,0,0,144,17.10000038,0.936
0.94,0,0,17.19999981,0,1,52,17.10000038,1.066
0.94,0,0,17.19999981,0,1,52,17.10000038,1.033
1.55,0,0,0,3.3,1,52,21.60000038,1.545
1.69,0,23.08,21.80000067,15.6,12,864,4.699999809,1.583
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.154
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,1.997
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.573
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.426
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.692
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.553
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.062
1.29,0,0,0,6.8,4,8,12,1.34
1.29,0,0,0,6.8,4,8,12,1.341
1.29,0,0,0,6.8,4,8,12,1.332
1.29,0,0,0,6.8,4,8,12,1.412
1.77,0,0,0,3.4,3,27,48.59999847,1.784
1.24,5.88,0,0.400000006,0,5,19,56.59999847,1.413
1.24,5.88,0,0.400000006,0,5,19,56.59999847,1.383
1.55,0,0,0,3.3,1,52,21.60000038,1.571
1.55,0,0,0,3.3,1,52,21.60000038,1.604
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,1.971
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.067
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.384
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.419
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.367
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.389
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.095
2.75,0,20,0,87,20,962,33.40000153,2.802
1.17,14.58,2.08,109,19.2,9,120,16.5,1.3
1.07,0,0,44,4,9,120,25.70000076,1.419
1.07,0,0,44,4,9,120,25.70000076,1.433
0.82,0,11.76,0,3.4,9,120,11.89999962,0.837
1.2,0,0,0,10.2,9,120,32,1.527
1.49,0,0,0,10.2,9,120,9.800000191,1.787
3.19,0,74.19,2.099999905,0,21,1159,3.599999905,3.148
3.19,0,74.19,2.099999905,0,21,1159,3.599999905,3.225
3.19,0,74.19,2.099999905,0,21,1159,3.599999905,3.158
2.75,20,63.33,0,153,30,1012,33.40000153,4.004
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,1.644
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.569
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.785
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.495
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.809
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.36
1.29,0,0,0,6.8,3,27,12,1.72
1.29,0,0,0,6.8,3,27,12,1.336
1.29,0,0,0,6.8,3,27,12,1.7
1.29,0,0,0,6.8,3,27,12,1.751
1.77,0,0,0,3.4,10,38,48.59999847,1.97
1.14,0,0,0,10.2,10,38,9,1.575
1.49,0,0,0,10.2,9,120,9.800000191,1.815
1.17,14.58,2.08,109,19.2,9,120,16.5,1.437
1.81,0,0,0,6.6,16,85,70.69999695,2.026
1.86,21.74,4.35,0,32.2,30,82,28.5,2.011
1.2,0,3.03,0,13.2,16,85,66.40000153,1.149
1.81,0,0,0,6.6,16,85,70.69999695,1.921
1.69,0,0,0,3.4,16,85,43,1.823
1.69,0,0,0,3.4,16,85,43,1.814
2.93,0,25.71,70.8999985,133,29,1050,6.099999905,3.342
1.29,0,0,0,6.8,4,8,12,1.388
1.77,0,0,0,3.4,3,27,48.59999847,1.826
1.14,0,2.94,0,3.4,3,27,9,1.348
1.29,0,0,0,6.8,4,8,12,1.383
1.77,0,2.94,0,6.8,16,85,48.59999847,1.867
1.81,0,0,0,6.6,16,85,70.69999695,2.055
1.77,0,2.94,0,6.8,16,85,48.59999847,1.872
1.14,0,0,0,27.2,16,85,9,1.562
1.14,0,0,0,27.2,16,85,9,1.58
2.93,0,25.71,70.8999985,133,29,1050,6.099999905,3.364
2.93,0,25.71,70.8999985,133,29,1050,6.099999905,3.404
0.94,0,0,15.39999962,17.5,9,120,17.10000038,1.143
0.84,0,0,0,0,9,120,16.20000076,0.875
1.2,0,0,0,10.2,9,120,32,1.494
2.75,20,63.33,0,153,30,1012,33.40000153,3.412
1.77,0,0,0,0,12,5,48.59999847,1.843
1.77,0,0,0,0,12,5,48.59999847,1.835
1.14,0,0,0,3.4,12,5,9,1.534
2.36,16,8,0,2.5,14,146,11.69999981,2.46
1.5,0,0,0,13.2,11,236,62.5,1.61
1.5,0,0,0,13.2,11,236,62.5,1.585
1.5,0,0,0,13.2,11,236,62.5,1.577
1.68,11.76,0,61.00000191,3.4,11,236,9.699999809,1.995
1.5,0,0,0,13.2,11,236,62.5,1.605
1.19,0,0,0,0,6,321,76.5,1.459
1.27,0,0,0,6.8,11,236,76.90000153,1.335
1.27,0,0,0,6.8,11,236,76.90000153,1.424
1.27,0,0,0,6.8,11,236,76.90000153,1.464
2.36,16,8,0,2.5,14,146,11.69999981,2.489
2.36,16,8,0,2.5,14,146,11.69999981,2.434
2.36,16,8,0,2.5,14,146,11.69999981,2.554
1.69,0,0,0,0,5,19,43,1.796
1.2,2.94,2.94,10.79999971,0,15,60,32,1.642
1.2,2.94,2.94,10.79999971,0,15,60,32,1.648
1.17,20.83,2.08,120.7999973,0,15,60,16.5,1.545
1.49,0,14.71,0,6.8,15,60,9.800000191,1.809
1.17,20.83,2.08,120.7999973,0,15,60,16.5,1.509
2.93,0,8.57,65.39999962,108.5,25,1154,6.099999905,3.308
2.93,0,8.57,65.39999962,108.5,25,1154,6.099999905,3.395
1.56,0,0,0,0,11,236,78.09999847,1.684
1.56,0,0,0,0,11,236,78.09999847,1.695
1.66,0,0,0,10.2,11,236,86.90000153,1.632
1.56,0,0,0,0,11,236,78.09999847,1.705
1.56,0,0,0,0,11,236,78.09999847,1.751
1.14,0,0,0,27.2,16,85,9,1.587
1.55,0,0,0,3.3,1,52,21.60000038,1.543
1.55,0,0,0,3.3,1,52,21.60000038,1.6
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.684
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.157
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.635
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.048
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.024
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,2.117
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,1.669
1.69,0,30.77,25.60000002,10.4,13,1009,4.699999809,1.589
1.17,14.58,2.08,109,19.2,9,120,16.5,1.48
0.82,0,11.76,0,3.4,9,120,11.89999962,0.862
1.77,0,0,0,0,12,5,48.59999847,1.859
1.77,0,0,0,0,12,5,48.59999847,1.865
1.14,0,0,0,3.4,12,5,9,1.528
1.77,0,0,0,0,12,5,48.59999847,1.867
1.14,0,0,0,3.4,12,5,9,1.524
1.55,0,5.88,0,10.2,9,120,21.60000038,1.654
0.94,0,0,15.39999962,17.5,9,120,17.10000038,1.129
0.84,0,0,0,0,9,120,16.20000076,0.869
1.29,0,0,0,6.8,4,8,12,1.481
1.86,0,0,0,5,31,222,35.20000076,1.915
1.2,0,3.03,0,9.9,3,27,66.40000153,1.202
2.93,0,25.71,70.8999985,133,29,1050,6.099999905,3.318
2.93,0,25.71,70.8999985,133,29,1050,6.099999905,3.297
1.86,21.74,4.35,0,32.2,30,82,28.5,1.992
1.86,21.74,4.35,0,32.2,30,82,28.5,2.116
1.77,0,2.94,0,6.8,16,85,48.59999847,1.864
1.14,0,0,0,27.2,16,85,9,1.595
1.86,21.74,4.35,0,32.2,30,82,28.5,2.185
1.14,0,0,0,27.2,16,85,9,1.584
1.86,21.74,4.35,0,32.2,30,82,28.5,2.097
1.69,0,0,0,3.4,16,85,43,1.808
1.81,0,0,0,6.6,16,85,70.69999695,1.996
1.55,0,8.82,0,3.4,15,60,21.60000038,1.654
1.55,0,8.82,0,3.4,15,60,21.60000038,1.591
1.39,0,6.06,0,13.2,11,236,77.59999847,1.406
1.39,0,6.06,0,13.2,11,236,77.59999847,1.554
1.39,0,6.06,0,13.2,11,236,77.59999847,1.385
1.39,0,6.06,0,13.2,11,236,77.59999847,1.539
1.22,0,0,0,6.6,11,236,93.19999695,1.442
1.22,0,0,0,6.6,11,236,93.19999695,1.487
1.68,11.76,0,61.00000191,3.4,11,236,9.699999809,2.044
1.68,11.76,0,61.00000191,3.4,11,236,9.699999809,2.034
1.5,0,0,0,13.2,11,236,62.5,1.584
1.68,11.76,0,61.00000191,3.4,11,236,9.699999809,1.984
1.68,11.76,0,61.00000191,3.4,11,236,9.699999809,1.935
1.49,0,14.71,0,6.8,15,60,9.800000191,1.807
1.66,0,0,0,10.2,11,236,86.90000153,1.687
1.66,0,0,0,10.2,11,236,86.90000153,1.83
1.39,0,6.06,0,13.2,11,236,77.59999847,1.408
1.77,0,0,0,20.4,9,32,48.59999847,1.881
1.69,0,0,0,10.2,9,32,43,1.841
1.2,0,3.03,0,0,9,32,66.40000153,1.241
1.14,0,2.94,0,27.2,9,32,9,1.509
1.17,20.83,2.08,120.7999973,0,15,60,16.5,1.501
1.2,2.94,2.94,10.79999971,0,15,60,32,1.648
1.17,20.83,2.08,120.7999973,0,15,60,16.5,1.532
1.2,2.94,2.94,10.79999971,0,15,60,32,1.628
1.49,0,14.71,0,6.8,15,60,9.800000191,1.843
1.49,0,14.71,0,6.8,15,60,9.800000191,1.851
1.17,20.83,2.08,120.7999973,0,15,60,16.5,1.464
1.2,2.94,2.94,10.79999971,0,15,60,32,1.627
1.49,0,14.71,0,6.8,15,60,9.800000191,1.835
1.55,0,8.82,0,3.4,15,60,21.60000038,1.608
1.55,0,8.82,0,3.4,15,60,21.60000038,1.603
1.55,0,8.82,0,3.4,15,60,21.60000038,1.656
1.56,0,0,0,0,11,236,78.09999847,1.714
1.66,0,0,0,10.2,11,236,86.90000153,1.702
1.66,0,0,0,10.2,11,236,86.90000153,1.627
1.55,0,5.88,0,10.2,9,120,21.60000038,1.608
3.19,0,74.19,2.099999905,0,21,1159,3.599999905,3.187
1.77,0,0,0,0,12,5,48.59999847,1.851
1.14,0,0,0,3.4,12,5,9,1.506
1.14,0,0,0,3.4,12,5,9,1.532
1.55,0,5.88,0,10.2,9,120,21.60000038,1.638
1.2,0,3.03,0,0,9,32,66.40000153,1.217
1.69,0,0,0,10.2,9,32,43,1.865
2.93,0,8.57,65.39999962,108.5,25,1154,6.099999905,3.272
3.19,0,70.97,3.600000083,3.1,19,1375,3.599999905,3.211
3.19,0,70.97,3.600000083,3.1,19,1375,3.599999905,3.22
0.82,0,11.76,0,3.4,9,120,11.89999962,0.815
2.58,0,4,0,5,25,312,6.800000191,2.505
1.77,0,0,0,3.4,3,27,48.59999847,1.767
1.29,0,0,0,6.8,4,8,12,1.36
1.77,0,0,0,3.4,3,27,48.59999847,1.8
1.69,0,0,0,6.8,3,27,43,1.878
1.29,0,0,0,6.8,4,8,12,1.352
1.29,0,0,0,6.8,4,8,12,1.358
1.14,0,2.94,0,3.4,3,27,9,1.262
1.58,0,0,0,10,22,479,6,1.73
1.24,5.88,0,0.400000006,0,5,19,56.59999847,1.463
1.29,0,0,0,6.8,4,8,12,1.361
1.77,0,0,0,0,5,19,48.59999847,1.895
1.29,0,0,0,3.4,5,19,12,1.445
1.29,0,0,0,3.4,5,19,12,1.479
1.58,0,16,0,7.5,21,639,6,1.613
1.58,0,16,0,7.5,21,639,6,1.606
1.58,0,16,0,7.5,21,639,6,1.578
1.24,5.88,0,0.400000006,0,5,19,56.59999847,1.374
1.69,0,0,0,0,5,19,43,1.799
1.14,0,2.94,0,3.4,3,27,9,1.301
1.69,0,0,0,6.8,3,27,43,1.854
1.29,0,0,0,3.4,5,19,12,1.627
1.69,0,23.08,21.80000067,15.6,12,864,4.699999809,1.607
1.69,0,23.08,21.80000067,15.6,12,864,4.699999809,1.626
2.93,2.94,26.47,7.900000006,115.6,19,1062,6.099999905,3.004
1.2,0,18.18,0,0,6,30,32,1.215
1.24,0,2.94,0.400000006,6.8,9,32,56.59999847,1.413
1.96,63.64,0,0,0,9,32,60.70000076,2.108
1.96,63.64,0,0,0,9,32,60.70000076,2.056
1.77,0,0,0,20.4,9,32,48.59999847,1.842
1.77,0,0,0,20.4,9,32,48.59999847,1.917
1.4,0,0,0,6.8,9,32,61.79999924,1.701
1.14,0,2.94,0,27.2,9,32,9,1.446
1.29,2.94,0,0,17,9,32,12,1.737
1.69,0,0,0,10.2,9,32,43,1.766
1.34,8,0,0,12.5,19,144,33.5,1.337
1.12,0,50,0,0,10,393,98.40000153,1.13
0.82,0,51.52,0,9.9,4,145,11.89999962,1.005
1.67,0,0,0,0,16,306,22.60000038,1.671
2.02,0,9.09,1.100000024,26.4,21,430,3,2.038
1.56,0,0,0,6.6,7,123,78.09999847,1.616
1.48,0,0,0.600000024,6.6,7,123,11.60000038,1.652
1.39,0,3.03,0,3.3,7,123,77.59999847,1.423
1.39,0,3.03,0,3.3,7,123,77.59999847,1.427
1.68,14.29,0,30.39999962,3.5,7,123,9.699999809,1.679
1.5,0,0,0,9.9,7,123,62.5,1.531
2.76,0,32.35,0,47.6,9,1826,9.800000191,3.081
2.76,0,32.35,0,47.6,9,1826,9.800000191,3.092
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.788
1.12,0,0,0,19.2,12,523,98.40000153,1.131
1.66,0,0,0,6.8,7,123,86.90000153,1.794
1.67,0,0,0,0,16,306,22.60000038,1.669
2.02,0,12.12,1.599999964,33,22,210,3,2.056
1.88,0,0,0,150.4,16,413,4.5,2.501
1.5,0,0,0,9.9,7,123,62.5,1.518
1.56,0,0,0,6.6,7,123,78.09999847,1.562
1.56,0,0,0,6.6,7,123,78.09999847,1.623
1.88,0,0,0,150.4,16,413,4.5,2.453
2.76,0,32.35,0,47.6,9,1826,9.800000191,3.052
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.799
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.818
1.48,0,0,0.600000024,6.6,7,123,11.60000038,1.48
2.02,0,12.12,1.599999964,33,22,210,3,2.024
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.808
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.788
1.27,0,0,0,3.4,7,123,76.90000153,1.284
1.5,0,0,0,9.9,7,123,62.5,1.495
2.76,0,94.12,0,51,10,2037,9.800000191,3.146
2.76,0,94.12,0,51,10,2037,9.800000191,3.426
1.88,0,0,0,144,11,725,4.5,1.882
1.88,0,0,0,150.4,16,413,4.5,2.454
1.88,0,0,0,150.4,16,413,4.5,2.507
1.88,0,0,0,150.4,16,413,4.5,2.425
1.12,0,50,0,0,10,393,98.40000153,1.12
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.754
2.02,0,12.12,1.599999964,33,22,210,3,2.034
2.02,0,9.09,1.100000024,26.4,21,430,3,2.148
2.02,0,9.09,1.100000024,26.4,21,430,3,2.095
1.88,0,0,0,150.4,16,413,4.5,2.371
2.02,0,12.12,1.599999964,33,22,210,3,2.004
1.56,0,0,0,6.6,7,123,78.09999847,1.568
1.48,0,0,0.600000024,6.6,7,123,11.60000038,1.492
2.76,0,94.12,0,51,10,2037,9.800000191,3.435
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.792
2.02,0,12.12,1.599999964,33,22,210,3,2.026
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.792
2.76,0,94.12,0,51,10,2037,9.800000191,3.427
1.48,0,0,0.600000024,6.6,7,123,11.60000038,1.566
1.66,0,0,0,6.8,7,123,86.90000153,1.693
2.76,0,94.12,0,51,10,2037,9.800000191,3.446
2.76,0,94.12,0,51,10,2037,9.800000191,3.427
2.76,0,32.35,0,47.6,9,1826,9.800000191,2.759
1.56,0,0,0,6.6,7,123,78.09999847,1.623
2.02,0,12.12,1.599999964,33,22,210,3,1.965
1.88,0,0,0,150.4,16,413,4.5,2.527
2.76,0,32.35,0,47.6,9,1826,9.800000191,3.101
2.02,0,12.12,1.599999964,33,22,210,3,2.036
2.76,0,94.12,0,51,10,2037,9.800000191,3.186
1.5,0,0,0,9.9,7,123,62.5,1.527
1.88,0,0,0,144,11,725,4.5,1.94
1.88,0,0,0,144,11,725,4.5,1.924
1.67,0,0,0,0,16,306,22.60000038,1.673
2.76,0,94.12,0,51,10,2037,9.800000191,3.437
1.88,0,0,0,144,11,725,4.5,1.896
2.02,0,9.09,1.100000024,26.4,21,430,3,2.092
1.19,0,0,0,0,6,321,76.5,1.505
1.48,0,0,0.600000024,6.6,7,123,11.60000038,1.51
1.66,0,0,0,6.8,7,123,86.90000153,1.657
2.02,0,12.12,1.599999964,33,22,210,3,2.048
2.02,0,18.18,0,13.2,20,574,3,1.901
1.27,0,0,0,3.4,7,123,76.90000153,1.398
1.69,0,0,44.89999924,0,17,943,4.699999809,3.534
1.29,0,0,0,17,7,15,12,1.595
1.69,0,0,44.89999924,0,17,943,4.699999809,4.717
1.96,27.27,0,0,6.6,7,15,60.70000076,1.972
1.69,0,0,0,3.4,6,64,43,1.802
1.69,0,0,0,3.4,6,64,43,1.799
1.24,0,2.94,0.5,13.6,6,64,56.59999847,1.413
1.24,0,2.94,0.5,13.6,6,64,56.59999847,1.401
1.96,9.09,3.03,0,9.9,6,64,60.70000076,2.133
1.69,0,61.54,26.19999979,13,16,1128,4.699999809,1.934
1.88,0,0,0,150.4,16,413,4.5,2.506
1.88,0,0,0,150.4,16,413,4.5,2.432
0.9,0,0,0,6.8,1,489,68.09999847,0.898
2.02,0,12.12,1.599999964,33,22,210,3,2.048
2.02,0,9.09,1.100000024,26.4,21,430,3,2.105
1.34,8,0,0,12.5,19,144,33.5,1.423
1.4,0,8.82,0,0,6,64,61.79999924,1.657
1.24,0,2.94,0.5,13.6,6,64,56.59999847,1.513
1.12,0,0,0,19.2,12,523,98.40000153,1.121
0.84,0,0,0,3.3,6,30,16.20000076,0.884
1.07,0,2.5,42.89999962,8,6,30,25.70000076,1.481
0.82,0,60.61,0,6.6,6,30,11.89999962,0.874
1.29,2.94,0,0,6.8,8,16,12,1.621
1.2,0,18.18,0,0,6,30,32,1.276
0.94,0,2.86,15.89999962,10.5,6,30,17.10000038,1.031
0.84,0,0,0,3.3,6,30,16.20000076,0.904
1.24,0,2.94,0.400000006,6.8,9,32,56.59999847,1.436
1.24,0,2.94,0.400000006,6.8,9,32,56.59999847,1.358
1.29,2.94,0,0,17,9,32,12,1.742
1.29,2.94,0,0,17,9,32,12,1.589
1.29,2.94,0,0,17,9,32,12,1.513
0.94,0,14.29,15.39999962,0,7,129,17.10000038,1.067
0.94,0,14.29,15.39999962,0,7,129,17.10000038,1.114
1.2,0,0,0,6.6,7,129,32,1.339
1.07,0,2.5,42.89999962,8,6,30,25.70000076,1.415
0.82,0,60.61,0,6.6,6,30,11.89999962,0.908
1.07,0,2.5,42.89999962,8,6,30,25.70000076,1.472
1.07,0,2.5,42.89999962,8,6,30,25.70000076,1.213
1.58,0,0,0,25,29,368,6,1.775
0.94,0,2.86,15.89999962,10.5,6,30,17.10000038,1.03
0.84,0,0,0,3.3,6,30,16.20000076,0.876
0.94,0,2.86,15.89999962,10.5,6,30,17.10000038,1.06
1.29,0,0,0,17,6,64,12,1.556
1.29,2.94,0,0,17,9,32,12,1.476
1.29,2.94,0,0,17,9,32,12,1.386
1.55,0,6.06,0,0,7,129,21.60000038,1.629
1.2,0,0,0,6.6,7,129,32,1.442
0.94,0,14.29,15.39999962,0,7,129,17.10000038,1.07
1.2,0,0,0,6.6,7,129,32,1.374
1.55,0,6.06,0,0,7,129,21.60000038,1.605
0.84,0,0,0,3.3,6,30,16.20000076,0.854
2.58,0,12,0,12.5,29,370,6.800000191,2.583
0.94,0,2.86,15.89999962,10.5,6,30,17.10000038,1.042
2.58,0,12,0,12.5,29,370,6.800000191,2.56
1.58,0,0,0,25,29,368,6,1.795
1.58,0,0,0,25,29,368,6,1.778
1.69,0,0,0,10.2,9,32,43,1.812
1.77,0,0,0,20.4,9,32,48.59999847,1.829
1.14,0,2.94,0,27.2,9,32,9,1.556
1.96,63.64,0,0,0,9,32,60.70000076,1.904
1.77,0,0,0,20.4,9,32,48.59999847,1.821
1.4,0,0,0,6.8,9,32,61.79999924,1.634
1.49,0,0,0,0,7,129,9.800000191,1.645
1.55,0,6.06,0,0,7,129,21.60000038,1.588
0.94,0,14.29,15.39999962,0,7,129,17.10000038,1.068
1.2,0,0,0,6.6,7,129,32,1.373
1.29,5.88,0,0,17,9,32,12,1.42
1.24,0,2.94,0.400000006,6.8,9,32,56.59999847,1.627
1.29,5.88,0,0,17,9,32,12,1.406
1.29,5.88,0,0,17,9,32,12,1.476
1.29,0,0,0,17,6,64,12,1.393
1.29,0,0,0,17,6,64,12,1.629
1.29,0,0,0,17,6,64,12,1.501
1.29,0,0,0,17,6,64,12,1.6
1.29,0,0,0,17,6,64,12,1.476
1.29,0,0,0,17,6,64,12,1.458
1.29,0,0,0,17,6,64,12,1.479
1.29,0,0,0,17,6,64,12,1.516
1.29,0,0,0,17,6,64,12,1.797
1.29,0,0,0,17,6,64,12,1.57
1.29,0,0,0,17,6,64,12,1.489
1.29,5.88,0,0,17,9,32,12,1.647
1.29,5.88,0,0,17,9,32,12,1.539
1.29,5.88,0,0,17,9,32,12,1.39
1.29,5.88,0,0,17,9,32,12,1.441
1.29,5.88,0,0,17,9,32,12,1.514
1.29,5.88,0,0,17,9,32,12,1.455
1.29,0,0,0,17,6,64,12,1.611
1.29,0,0,0,17,6,64,12,1.442
1.29,0,0,0,17,6,64,12,1.556
1.29,0,0,0,17,6,64,12,1.564
1.29,5.88,0,0,17,9,32,12,1.59
1.29,5.88,0,0,17,9,32,12,1.622
1.29,5.88,0,0,17,9,32,12,1.608
1.29,5.88,0,0,17,9,32,12,1.473
1.29,0,0,0,17,6,64,12,1.443
1.29,0,0,0,17,6,64,12,1.513
1.29,5.88,0,0,17,9,32,12,1.498
