ST,BT,AD,JS,AP,AT,FI,SC,EM,DE,TS,CT,AG,TL
279.4,157.48,4849,4618.181818,315.9,16.4,0,24.10867747,33577.4812,2364.324794,2.783184787,0.0000091,11,5.380577303
279.4,157.48,4770,4618.181818,261.2,17.6,0,24.10867747,33577.4812,2364.324794,2.783184787,0.0000091,12,5.446194351
279.4,157.48,4790,4618.181818,308.6,18.3,0,24.10867747,33577.4812,2364.324794,2.783184787,0.0000091,14,4.855643107
279.4,157.48,5068,4618.181818,179.2,17.7,0,24.10867747,33577.4812,2364.324794,2.783184787,0.0000091,15,6.430446319
271.78,167.64,3850,4618.181818,385.6,17.7,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,1,1.640419948
271.78,167.64,3850,4618.181818,247.3,17.2,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,2,3.083989376
271.78,167.64,4088,4618.181818,212.7,17.6,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,3,3.083989376
271.78,167.64,4183,4618.181818,290.3,17.4,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,4,4.855643107
271.78,167.64,4431,4618.181818,150.3,17.5,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,7,4.396325334
271.78,167.64,4960,4618.181818,157.4,17.5,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,8,4.724409324
271.78,167.64,4754,4618.181818,260.1,17.5,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,9,5.380577303
271.78,167.64,4785,4618.181818,429.5,16.7,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,10,5.511810773
271.78,167.64,4849,4618.181818,315.9,16.4,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,11,6.430446319
271.78,167.64,4770,4618.181818,261.2,17.6,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,12,5.511810773
271.78,167.64,4790,4618.181818,308.6,18.3,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,14,6.364829271
271.78,167.64,5068,4618.181818,179.2,17.7,0,40.334346,37404.073,2378.74131,3.60940686,8.48E-06,15,10.62992176
213.36,91.44,4431,4618.181818,150.3,17.5,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,7,0.787401606
213.36,91.44,4960,4618.181818,157.4,17.5,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,8,0.787401606
213.36,91.44,4754,4618.181818,260.1,17.5,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,9,0.787401606
213.36,91.44,4785,4618.181818,429.5,16.7,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,10,0.918635155
213.36,91.44,4849,4618.181818,315.9,16.4,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,11,0.918635155
213.36,91.44,4770,4618.181818,261.2,17.6,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,12,0.918635155
213.36,91.44,4790,4618.181818,308.6,18.3,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,14,0.984251969
213.36,91.44,5068,4618.181818,179.2,17.7,0,25.0969264,30922.9986,2397.963412,2.77858828,8.48E-06,15,1.640419948
203.2,93.98,2242,4762.5,1182.3,10.8,34,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,15,37.40157449
203.2,93.98,2242,4762.5,1182.3,10.8,34,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,15,37.40157449
203.2,93.98,2295,4762.5,1537.9,10.1,38,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,19,62.92650831
203.2,93.98,2569,4762.5,1906.4,9.1,81,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,21,66.4698164
203.2,93.98,2720,4762.5,891.7,9.7,28,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,22,42.78215211
203.2,93.98,2761,4762.5,1182.2,10,15,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,23,46.85039408
203.2,93.98,2678,4762.5,1162.9,10.3,53,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,24,50.45931671
203.2,93.98,2863,4762.5,1172.9,10.2,55,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,25,38.18897688
203.2,93.98,2967,4762.5,1093.4,10.6,20,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,26,31.62729709
203.2,93.98,3217,4762.5,1163.2,10.2,30,38.39002368,28548.82247,2267.252828,5.18141214,8.48E-06,27,33.98950034
220.98,109.22,2242,5255.172414,1182.3,10.8,34,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,15,7.283464817
220.98,109.22,2295,5255.172414,1537.9,10.1,38,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,19,35.958006
220.98,109.22,2720,5255.172414,891.7,9.7,28,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,22,42.12598413
220.98,109.22,2761,5255.172414,1182.2,10,15,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,23,43.63517123
220.98,109.22,2678,5255.172414,1162.9,10.3,53,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,24,65.61679602
220.98,109.22,2967,5255.172414,1093.4,10.6,20,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,26,52.62467054
220.98,109.22,3217,5255.172414,1163.2,10.2,30,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,27,70.66929059
203.2,129.54,2295,4533.333333,1537.9,10.1,38,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,19,34.85294125
210.82,160.02,0,4482.352941,200.7,16.6,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,0,2.427821554
210.82,160.02,0,4482.352941,365.2,17.1,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,1,3.543307149
210.82,160.02,0,4482.352941,385.6,17.7,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,2,2.427821554
210.82,160.02,0,4482.352941,247.3,17.2,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,3,4.068241501
210.82,160.02,0,4482.352941,212.7,17.6,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,4,5.118110205
210.82,160.02,0,4482.352941,290.3,17.4,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,5,7.217847925
210.82,160.02,0,4482.352941,150.3,17.5,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,8,7.808398856
210.82,160.02,0,4482.352941,157.4,17.5,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,9,9.711286371
210.82,160.02,25,4482.352941,260.1,17.5,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,10,6.430446163
210.82,160.02,0,4482.352941,315.9,16.4,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,12,13.25459321
210.82,160.02,0,4482.352941,261.2,17.6,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,13,13.45144388
210.82,160.02,0,4482.352941,308.6,18.3,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,15,14.69816264
210.82,160.02,0,4482.352941,179.2,17.7,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,16,19.22572238
210.82,160.02,0,4482.352941,400.4,18.4,0,26.91714304,31578.0008,2312.264677,2.59932452,0.0000094,17,23.29396294
269.24,160.02,0,4618.181818,212.7,17.6,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,4,0.196850402
269.24,160.02,0,4618.181818,290.3,17.4,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,5,0.196850402
269.24,160.02,0,4618.181818,150.3,17.5,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,8,1.049868782
269.24,160.02,0,4618.181818,157.4,17.5,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,9,4.068241345
269.24,160.02,25,4618.181818,260.1,17.5,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,10,4.265091864
269.24,160.02,0,4618.181818,315.9,16.4,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,12,6.10236233
269.24,160.02,0,4618.181818,261.2,17.6,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,13,6.167978752
269.24,160.02,0,4618.181818,308.6,18.3,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,15,6.299212849
269.24,160.02,0,4618.181818,179.2,17.7,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,16,8.530183727
269.24,160.02,0,4618.181818,400.4,18.4,0,27.53594775,34198.0096,2297.047066,3.457032664,8.48E-06,17,10.10498663
205.74,93.98,2596,4618.181818,1182.3,10.8,34,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,18,66.07611348
205.74,93.98,2295,4618.181818,1537.9,10.1,38,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,22,48.29396413
205.74,93.98,2569,4618.181818,1906.4,9.1,81,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,24,55.4461936
205.74,93.98,2720,4618.181818,891.7,9.7,28,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,25,10.36745419
205.74,93.98,2761,4618.181818,1182.2,10,15,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,26,15.35433038
205.74,93.98,2678,4618.181818,1162.9,10.3,53,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,27,14.56692862
205.74,93.98,2861,4618.181818,1093.4,10.6,20,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,29,13.97637777
205.74,93.98,3217,4618.181818,1163.2,10.2,30,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,30,17.71653543
208.28,152.4,5068,4618.181818,179.2,17.7,0,28.7339123,33784.324,2386.75054,3.16469484,8.48E-06,15,69.35695463
279.4,157.48,3850,4618.181818,247.3,17.2,0,24.10867747,33577.4812,2364.324794,2.783184787,0.0000091,2,2.165354299
220.98,109.22,2863,5255.172414,1172.9,10.2,55,38.39002368,28548.82247,2267.252828,3.974415454,7.39E-06,25,49.9343822
205.74,93.98,2868,4618.181818,1172.9,10.2,55,38.39002368,19477.697,2267.252828,4.81254248,7.72E-06,28,13.51706085
205.74,137.16,441,4916.129032,566,14.2,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,17,2.427821554
205.74,137.16,654,4916.129032,388.9,15.1,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,23,2.362204662
205.74,137.16,812,4916.129032,226.8,14.2,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,25,4.396325491
205.74,137.16,923,4916.129032,253.9,14.7,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,26,4.396325491
205.74,137.16,824,4916.129032,341.1,14.8,1,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,27,4.527559118
205.74,137.16,1002,4916.129032,581.9,14.5,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,30,4.527559118
205.74,137.16,1032,4916.129032,247.3,14.6,2,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,33,4.855643107
205.74,137.16,893,4916.129032,277.9,14.9,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,35,5.577427978
205.74,137.16,931,4916.129032,763.1,11.6,20,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,37,5.643044713
205.74,137.16,899,4916.129032,586.2,13,11,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,38,6.233595801
205.74,137.16,805,4916.129032,295.8,14.5,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,39,6.233595801
205.74,137.16,912,4916.129032,304.9,15.3,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,41,8.005249532
205.74,137.16,1249,4916.129032,394.7,15.5,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,42,8.858267717
205.74,137.16,1303,4916.129032,398,15.7,0,44.4367282,21029.018,2267.252828,5.11246454,7.95E-06,43,9.514435852
215.9,81.28,1916,4762.5,990.7,16.2,0,49.297534,27061.933,2267.252828,4.1713298,8.01E-06,19,8.989501305
215.9,81.28,2523,4762.5,1327.1,15.9,0,49.297534,27061.933,2267.252828,4.1713298,8.01E-06,25,11.67979031
215.9,81.28,2654,4762.5,1147.1,15.5,0,49.297534,27061.933,2267.252828,4.1713298,8.01E-06,27,11.54855637
215.9,81.28,2770,4762.5,1774.5,16.3,0,49.297534,27061.933,2267.252828,4.1713298,8.01E-06,29,4.790026215
215.9,81.28,3145,4762.5,1492.8,16.1,0,49.297534,27061.933,2267.252828,4.1713298,8.01E-06,32,15.02624709
223.52,114.3,5236,4618.181818,563.5,16.8,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,26,5.183727097
223.52,114.3,4953,4618.181818,307.5,16.6,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,29,9.776902793
223.52,114.3,4169,4618.181818,555.7,16.6,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,33,21.91601025
223.52,114.3,4335,4618.181818,129.9,16.8,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,34,21.91601025
223.52,114.3,4193,4618.181818,199.7,17.6,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,36,26.18110274
223.52,114.3,5668,4618.181818,518.7,17.2,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,37,29.13385825
297.18,121.92,1680,4762.5,416.5,17.1,0,50.4006956,29130.361,2267.252828,5.65025582,9.59E-06,24,2.427821554
297.18,121.92,2235,4762.5,597,15.2,1,50.4006956,29130.361,2267.252828,5.65025582,9.59E-06,27,2.427821554
297.18,121.92,2560,4762.5,370.4,16.2,0,50.4006956,29130.361,2267.252828,5.65025582,9.59E-06,29,2.427821554
241.3,119.38,3295,4118.918919,294.4,17.1,0,49.297534,29992.206,2267.252828,4.17477718,6.82E-06,20,0.524934391
203.2,129.54,2569,4533.333333,1906.4,9.1,81,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,21,111.6176426
203.2,129.54,2720,4533.333333,891.7,9.7,28,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,22,100.1470594
203.2,129.54,2761,4533.333333,1182.2,10,15,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,23,121.1764707
203.2,129.54,2967,4533.333333,1093.4,10.6,20,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,26,39.55882297
203.2,129.54,3217,4533.333333,1163.2,10.2,30,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,27,35.29411835
243.84,101.6,2921,4118.918919,375.1,18.4,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,9,1.181102331
243.84,101.6,2122,4118.918919,197.8,19.1,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,15,3.34645663
243.84,101.6,2500,4118.918919,91.6,18.3,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,17,2.952755906
243.84,101.6,3725,4118.918919,116.9,18.2,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,20,7.742782277
243.84,101.6,4373,4118.918919,391.9,18.3,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,22,5.77427834
243.84,101.6,3926,4118.918919,58.9,19.1,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,25,8.333333208
243.84,101.6,3012,4118.918919,212.5,19.1,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,27,7.34908124
243.84,101.6,2803,4118.918919,274.3,18.6,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,29,7.48031471
243.84,101.6,2969,4118.918919,176.5,19.9,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,30,8.792650668
243.84,101.6,2650,4118.918919,85.8,19.6,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,31,8.792650668
243.84,101.6,2789,4118.918919,143.2,20.2,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,33,10.10498663
205.74,81.28,823,5080,490.6,19.3,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,30,1.50918632
205.74,81.28,847,5080,387.9,18.5,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,33,2.427821554
205.74,81.28,856,5080,311,19.5,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,34,7.086614298
205.74,81.28,864,5080,126.8,19.3,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,35,8.792650668
205.74,81.28,880,5080,214.6,20.2,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,37,11.48293979
218.44,111.76,2122,4916.129032,213.7,18.9,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,18,2.427821554
218.44,111.76,2500,4916.129032,103.1,18.1,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,20,6.561679946
218.44,111.76,3725,4916.129032,105.7,18.1,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,23,20.07874025
218.44,111.76,4373,4916.129032,384.4,18.3,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,25,28.34645782
218.44,111.76,3926,4916.129032,91.4,18.7,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,28,37.66404206
218.44,111.76,3012,4916.129032,200.5,19,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,30,46.58792557
218.44,111.76,2803,4916.129032,271.9,18.4,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,32,50.39370091
218.44,111.76,2969,4916.129032,186.1,19.7,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,33,53.21522397
218.44,111.76,2650,4916.129032,122.1,19.1,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,34,54.26509049
218.44,111.76,2789,4916.129032,168.9,19.9,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,36,72.44094463
218.44,111.76,4249,4916.129032,326.5,19.9,0,32.6122148,23097.446,2267.252828,5.33654424,7.79E-06,38,77.49343857
205.74,81.28,888,5080,347.5,19.3,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,38,12.13910777
203.2,129.54,2863,4533.333333,1172.9,10.2,55,62.51249067,28548.82247,2267.252828,3.974415454,8.48E-06,25,50.14705658
243.84,101.6,4251,4118.918919,310.3,20.4,0,40.8169792,28785.623,2267.252828,4.6711999,7.67E-06,35,10.17060367
205.74,81.28,896,5080,335.9,19.7,0,43.8161998,28268.516,2267.252828,5.00214838,0.00000757,39,12.20472419
259.08,157.48,3725,4618.181818,117.4,18.2,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,22,0.984251969
259.08,157.48,4373,4618.181818,392,18.3,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,24,1.181102331
259.08,157.48,3926,4618.181818,60,19.2,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,27,2.559055181
259.08,157.48,3012,4618.181818,211.2,19.1,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,29,3.149606424
259.08,157.48,2803,4618.181818,272.9,18.6,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,31,3.608923885
259.08,157.48,2969,4618.181818,176.4,19.9,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,32,7.939632483
259.08,157.48,2650,4618.181818,87.2,19.6,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,33,8.136483002
259.08,157.48,2789,4618.181818,144.6,20.2,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,35,11.87664004
259.08,157.48,4121,4618.181818,245.9,19.7,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,36,12.00787414
259.08,157.48,4251,4618.181818,308.2,20.4,0,45.333047,30164.575,2267.252828,4.8435689,7.59E-06,37,12.66404212
223.52,114.3,2889,4618.181818,366.6,16.1,0,50.8143812,23959.291,2267.252828,5.08143812,8.51E-06,12,1.377952693
241.3,119.38,2865,4118.918919,140.2,17.2,0,49.297534,29992.206,2267.252828,4.17477718,6.82E-06,16,0.656167979
195.58,86.36,2158,4618.181818,391.5,17.3,0,54.2789981,31198.789,2267.252828,4.76083178,8.48E-06,37,3.740157433
195.58,86.36,2916,4618.181818,726.9,16.7,0,54.2789981,31198.789,2267.252828,4.76083178,8.48E-06,44,9.055118079
195.58,86.36,677,4618.181818,565.2,17.6,0,54.2789981,31198.789,2267.252828,4.76083178,8.48E-06,47,11.48293963
195.58,86.36,443,4618.181818,382.4,17.5,0,54.2789981,31198.789,2267.252828,4.76083178,8.48E-06,49,18.30708664
213.36,149.86,1323,4618.181818,324.7,10.4,528,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,14,2.427821554
213.36,149.86,1206,4618.181818,264.1,10.1,333,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,15,2.427821554
213.36,149.86,1203,4618.181818,341.1,10.6,218,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,17,2.427821554
213.36,149.86,1281,4618.181818,414.3,10.1,421,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,18,2.427821554
213.36,149.86,1359,4618.181818,397.3,10,395,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,20,2.427821554
213.36,149.86,1418,4618.181818,422,10.2,419,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,21,2.755905543
213.36,149.86,1524,4618.181818,523.3,11,363,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,22,2.821522357
213.36,149.86,1645,4618.181818,376.1,11.5,206,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,24,2.821522357
302.26,149.86,1856,4618.181818,366.4,10.8,224,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,10,8.136483002
302.26,149.86,2453,4618.181818,335.4,10.5,208,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,11,9.317585333
302.26,149.86,2420,4618.181818,370.8,10.9,231,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,12,10.56430424
302.26,149.86,1323,4618.181818,324.7,10.4,528,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,14,11.41732321
302.26,149.86,1206,4618.181818,264.1,10.1,333,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,15,11.67979015
302.26,149.86,1203,4618.181818,341.1,10.6,218,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,17,12.86089201
302.26,149.86,1281,4618.181818,414.3,10.1,421,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,18,12.86089201
302.26,149.86,1359,4618.181818,397.3,10,395,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,20,12.92650906
302.26,149.86,1524,4618.181818,523.3,11,363,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,22,13.12335974
302.26,149.86,1645,4618.181818,376.1,11.5,206,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,24,13.05774284
218.44,170.18,1323,4482.352941,324.7,10.4,528,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,14,0.524934391
218.44,170.18,1206,4482.352941,264.1,10.1,333,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,15,4.19947505
218.44,170.18,1119,4482.352941,458.2,9.9,313,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,16,4.330708599
213.36,149.86,1119,4618.181818,458.2,9.9,313,45.63181993,29647.468,2357.917386,4.3436988,8.48E-06,16,2.427821554
302.26,149.86,1119,4618.181818,458.2,9.9,313,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,16,11.87664004
302.26,149.86,1418,4618.181818,422,10.2,419,45.5743636,30336.944,2412.380052,3.803609267,8.48E-06,21,13.12335974
218.44,170.18,1203,4482.352941,341.1,10.6,218,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,17,6.430446006
218.44,170.18,1281,4482.352941,414.3,10.1,421,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,18,10.10498663
218.44,170.18,1359,4482.352941,397.3,10,395,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,20,13.91076134
218.44,170.18,1418,4482.352941,422,10.2,419,23.63995475,21472.25257,2338.855317,3.479391385,0.0000084,21,14.50131259
193.04,157.48,793,4618.181818,344.2,9.8,403,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,3,2.427821554
193.04,157.48,786,4618.181818,304.4,10.5,239,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,5,2.427821554
193.04,157.48,821,4618.181818,532.1,11,106,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,6,2.427821554
193.04,157.48,918,4618.181818,339.2,10.7,220,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,7,2.427821554
193.04,157.48,1105,4618.181818,442.6,10.7,255,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,8,2.427821554
193.04,157.48,1931,4618.181818,233.1,10.3,294,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,9,2.427821554
193.04,157.48,1856,4618.181818,366.4,10.8,224,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,10,2.427821554
193.04,157.48,2453,4618.181818,335.4,10.5,208,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,11,2.427821554
193.04,157.48,2420,4618.181818,370.8,10.9,231,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,12,2.427821554
193.04,157.48,1323,4618.181818,324.7,10.4,528,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,14,2.427821554
193.04,157.48,1206,4618.181818,264.1,10.1,333,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,15,5.446194194
193.04,157.48,1119,4618.181818,458.2,9.9,313,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,16,5.446194194
193.04,157.48,1203,4618.181818,341.1,10.6,218,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,17,6.167979065
193.04,157.48,1281,4618.181818,414.3,10.1,421,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,18,6.430446319
193.04,157.48,1359,4618.181818,397.3,10,395,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,20,8.595800619
193.04,157.48,1418,4618.181818,422,10.2,419,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,21,8.923884765
193.04,157.48,1524,4618.181818,523.3,11,363,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,22,8.923884765
193.04,157.48,1645,4618.181818,376.1,11.5,206,43.35654913,32189.91075,2314.667531,3.964142262,8.67E-06,24,9.711286371
215.9,114.3,1856,4482.352941,366.4,10.8,224,44.89577406,31802.0805,2411.09857,4.541731629,8.48E-06,10,0.196850402
297.18,106.68,1119,4618.181818,458.2,9.9,313,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,16,1.83727031
297.18,106.68,1203,4618.181818,341.1,10.6,218,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,17,1.902887202
297.18,106.68,1281,4618.181818,414.3,10.1,421,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,18,4.002624609
297.18,106.68,1359,4618.181818,397.3,10,395,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,20,4.265091864
297.18,106.68,1418,4618.181818,422,10.2,419,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,21,5.577427822
297.18,106.68,1524,4618.181818,523.3,11,363,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,22,6.036745438
297.18,106.68,1645,4618.181818,376.1,11.5,206,20.25089508,16547.424,2281.028606,2.607081125,8.48E-06,24,6.758529996
226.06,165.1,6,4482.352941,341.1,10.7,217,23.9420541,21718.494,2297.447613,2.97853632,0.0000087,6,9.055118235
226.06,165.1,6,4482.352941,443,10.7,251,23.9420541,21718.494,2297.447613,2.97853632,0.0000087,7,6.364829271
226.06,165.1,60,4482.352941,232.3,10.3,290,23.9420541,21718.494,2297.447613,2.97853632,0.0000087,8,10.56430471
