ST,BT,BL,AD,JS,AP,AT,FI,CS,EM,DE,MR,TS,CT,AG,LC
218.44,111.76,1,3926,4916.129032,91.40000153,18.70000076,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,28,0.918635155
218.44,111.76,1,3012,4916.129032,200.5,19,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,30,2.755905543
218.44,111.76,1,2803,4916.129032,271.8999939,18.39999962,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,32,2.755905465
218.44,111.76,1,2969,4916.129032,186.1000061,19.70000076,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,33,3.740157512
218.44,111.76,1,2650,4916.129032,122.0999985,19.10000038,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,34,3.740157512
218.44,111.76,1,2789,4916.129032,168.8999939,19.89999962,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,36,3.740157512
218.44,111.76,1,4249,4916.129032,326.5,19.89999962,0,32.6122148,23097.446,2.268700155,5.20611787,5.33654424,7.79E-06,38,4.068241345
203.2,129.54,1,2863,4533.333333,1172.900024,10.19999981,55,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,21.02941205
195.58,86.36,1,2158,4618.181818,391.5,17.29999924,0,54.2789981,31198.789,2.268700155,5.20611787,4.76083178,8.38E-06,37,84.18635121
195.58,86.36,1,2916,4618.181818,726.9000244,16.70000076,0,54.2789981,31198.789,2.268700155,5.20611787,4.76083178,8.38E-06,44,70.4068249
195.58,86.36,1,677,4618.181818,565.2000122,17.60000038,0,54.2789981,31198.789,2.268700155,5.20611787,4.76083178,8.38E-06,47,46.91601112
195.58,86.36,1,443,4618.181818,382.3999939,17.5,0,54.2789981,31198.789,2.268700155,5.20611787,4.76083178,8.38E-06,49,57.48031709
297.18,121.92,1,1540,4762.5,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,71.98162936
297.18,121.92,1,1540,4916.129032,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,29.98687664
297.18,121.92,1,1540,4545.454545,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,86.66666412
297.18,121.92,1,1609,4545.454545,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,95.79999781
297.18,121.92,1,1798,4545.454545,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,95.19999997
297.18,121.92,1,2350,4545.454545,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,78.39999962
297.18,121.92,1,2560,4545.454545,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,102.5333353
297.18,121.92,1,1540,4888.888889,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,95.45454545
297.18,121.92,1,1609,4888.888889,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,95.68181797
297.18,121.92,1,1798,4888.888889,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,95.22727186
297.18,121.92,1,2560,4888.888889,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,63.18181645
297.18,121.92,1,1540,5000,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,17.55555577
297.18,121.92,1,1609,5000,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,61.55555725
297.18,121.92,1,1798,5000,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,71.77777608
297.18,121.92,1,2350,5000,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,93.33333227
297.18,121.92,1,2560,5000,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,37.55555471
297.18,121.92,1,1540,4888.888889,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,106.5909109
297.18,121.92,1,1609,4888.888889,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,104.5454502
297.18,121.92,1,2350,4888.888889,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,106.8181797
297.18,121.92,1,2560,4888.888889,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,109.0909091
218.44,149.86,0,1856,4618.181818,366.3999939,10.80000019,224,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,10,0.918635155
218.44,149.86,0,2453,4618.181818,335.3999939,10.5,208,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,11,0.918635155
218.44,149.86,0,2420,4618.181818,370.7999878,10.89999962,231,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,12,1.049868782
218.44,149.86,0,1323,4618.181818,324.7000122,10.39999962,528,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,14,1.771653575
218.44,149.86,0,1203,4618.181818,341.1000061,10.60000038,218,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,17,1.50918632
218.44,149.86,0,1281,4618.181818,414.2999878,10.10000038,421,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,18,2.88713917
218.44,149.86,0,1359,4618.181818,397.2999878,10,395,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,20,3.149606424
218.44,149.86,0,1524,4618.181818,523.2999878,11,363,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,22,4.790026372
218.44,149.86,0,1645,4618.181818,376.1000061,11.5,206,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,24,12.20472435
213.36,149.86,0,2420,4618.181818,370.7999878,10.89999962,231,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,12,0.524934391
213.36,149.86,0,1323,4618.181818,324.7000122,10.39999962,528,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,14,0.918635155
213.36,149.86,0,1206,4618.181818,264.1000061,10.10000038,333,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,15,0.721784793
213.36,149.86,0,1418,4618.181818,422,10.19999981,419,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,21,11.94225772
213.36,149.86,0,1524,4618.181818,523.2999878,11,363,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,22,31.88976278
213.36,149.86,0,1645,4618.181818,376.1000061,11.5,206,45.63181993,29647.468,2.357923274,6.504056933,4.3436988,8.38E-06,24,37.07349081
302.26,149.86,0,1856,4618.181818,366.3999939,10.80000019,224,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,10,82.87401587
302.26,149.86,0,2453,4618.181818,335.3999939,10.5,208,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,11,95.47244094
302.26,149.86,0,2420,4618.181818,370.7999878,10.89999962,231,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,12,98.49081265
302.26,149.86,0,1323,4618.181818,324.7000122,10.39999962,528,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,14,106.3648304
302.26,149.86,0,1206,4618.181818,264.1000061,10.10000038,333,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,15,111.0892408
302.26,149.86,0,1203,4618.181818,341.1000061,10.60000038,218,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,17,118.1758511
302.26,149.86,0,1281,4618.181818,414.2999878,10.10000038,421,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,18,116.6010469
302.26,149.86,0,1359,4618.181818,397.2999878,10,395,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,20,124.1469803
302.26,149.86,0,1524,4618.181818,523.2999878,11,363,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,22,130.7086585
302.26,149.86,0,1645,4618.181818,376.1000061,11.5,206,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,24,131.8897625
218.44,170.18,1,793,4482.352941,344.2000122,9.800000191,403,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,3,0.656167979
218.44,170.18,1,786,4482.352941,304.3999939,10.5,239,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,5,7.677165229
218.44,170.18,1,821,4482.352941,532.0999756,11,106,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,6,7.34908124
218.44,170.18,1,918,4482.352941,339.2000122,10.69999981,220,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,7,8.661417198
218.44,170.18,1,1105,4482.352941,442.6000061,10.69999981,255,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,8,10.76115507
218.44,170.18,1,1856,4482.352941,366.3999939,10.80000019,224,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,10,11.94225772
218.44,170.18,1,2453,4482.352941,335.3999939,10.5,208,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,11,15.68241507
218.44,170.18,1,2420,4482.352941,370.7999878,10.89999962,231,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,12,18.24146994
218.44,170.18,1,1323,4482.352941,324.7000122,10.39999962,528,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,14,36.41732315
218.44,170.18,1,1206,4482.352941,264.1000061,10.10000038,333,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,15,37.53280796
218.44,170.18,1,1119,4482.352941,458.2000122,9.899999619,313,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,16,46.65354293
218.44,149.86,0,1119,4618.181818,458.2000122,9.899999619,313,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,16,1.50918632
302.26,149.86,0,1119,4618.181818,458.2000122,9.899999619,313,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,16,109.6456692
218.44,149.86,0,1418,4618.181818,422,10.19999981,419,28.69369287,24648.767,2.406779625,4.2747512,3.252028467,8.38E-06,21,4.790026372
302.26,149.86,0,1418,4618.181818,422,10.19999981,419,45.5743636,30336.944,2.412386076,6.193792733,3.803609267,8.38E-06,21,128.0839866
218.44,170.18,1,1931,4482.352941,233.1000061,10.30000019,294,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,9,13.84514461
218.44,170.18,1,1203,4482.352941,341.1000061,10.60000038,218,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,17,56.69291439
218.44,170.18,1,1281,4482.352941,414.2999878,10.10000038,421,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,18,69.75065692
218.44,170.18,1,1359,4482.352941,397.2999878,10,395,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,20,85.7611541
218.44,170.18,1,1418,4482.352941,422,10.19999981,419,23.63995475,21472.25257,2.338861158,4.083230089,3.479391385,0.0000084,21,94.55380602
193.04,157.48,1,1323,4618.181818,324.7000122,10.39999962,528,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,14,2.952755906
193.04,157.48,1,1206,4618.181818,264.1000061,10.10000038,333,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,15,2.362204818
193.04,157.48,1,1119,4618.181818,458.2000122,9.899999619,313,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,16,5.380577303
193.04,157.48,1,1203,4618.181818,341.1000061,10.60000038,218,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,17,5.971128546
193.04,157.48,1,1281,4618.181818,414.2999878,10.10000038,421,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,18,6.167978948
193.04,157.48,1,1359,4618.181818,397.2999878,10,395,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,20,6.233595742
193.04,157.48,1,1418,4618.181818,422,10.19999981,419,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,21,22.30971097
193.04,157.48,1,1524,4618.181818,523.2999878,11,363,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,22,28.60892351
193.04,157.48,1,1645,4618.181818,376.1000061,11.5,206,43.35654913,32189.91075,2.314673311,5.975458667,3.964142262,8.67E-06,24,35.36745444
251.46,154.94,1,1418,4618.181818,422,10.19999981,419,25.3899537,23614.553,2.300256698,4.159838533,2.979225796,8.38E-06,21,0.196850402
251.46,154.94,1,1524,4618.181818,523.2999878,11,363,25.3899537,23614.553,2.300256698,4.159838533,2.979225796,8.38E-06,22,0.393700803
251.46,154.94,1,1645,4618.181818,376.1000061,11.5,206,25.3899537,23614.553,2.300256698,4.159838533,2.979225796,8.38E-06,24,0.393700803
210.82,96.52,1,786,4482.352941,304.3999939,10.5,239,21.87937173,28096.147,2.355520475,3.596766467,3.531649289,8.38E-06,5,0.853018341
210.82,96.52,1,918,4482.352941,339.2000122,10.69999981,220,21.87937173,28096.147,2.355520475,3.596766467,3.531649289,8.38E-06,7,2.099737564
210.82,96.52,1,1524,4482.352941,523.2999878,11,363,21.87937173,28096.147,2.355520475,3.596766467,3.531649289,8.38E-06,22,0.524934391
210.82,96.52,1,1645,4482.352941,376.1000061,11.5,206,21.87937173,28096.147,2.355520475,3.596766467,3.531649289,8.38E-06,24,0.524934391
215.9,114.3,1,821,4482.352941,532.0999756,11,106,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,6,0.721784793
215.9,114.3,1,918,4482.352941,339.2000122,10.69999981,220,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,7,0.853018341
215.9,114.3,1,1856,4482.352941,366.3999939,10.80000019,224,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,10,0.32808399
215.9,114.3,1,1206,4482.352941,264.1000061,10.10000038,333,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,15,0.918635155
215.9,114.3,1,1524,4482.352941,523.2999878,11,363,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,22,1.049868782
215.9,114.3,1,1645,4482.352941,376.1000061,11.5,206,44.89577406,31802.0805,2.411104591,6.6879172,4.541731629,8.38E-06,24,2.230971191
294.64,116.84,1,1524,4482.352941,523.2999878,11,363,44.07283809,30796.59467,2.350714814,5.8950198,4.3436988,8.38E-06,22,0.196850402
294.64,116.84,1,1645,4482.352941,376.1000061,11.5,206,44.07283809,30796.59467,2.350714814,5.8950198,4.3436988,8.38E-06,24,0.196850402
226.06,165.1,1,60,4482.352941,232.3000031,10.30000019,290,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,8,2.755905387
226.06,165.1,1,66,4482.352941,369.1000061,10.80000019,221,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,9,5.052493313
226.06,165.1,1,72,4482.352941,337.2999878,10.5,207,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,10,5.708661292
226.06,165.1,1,80,4482.352941,371.2000122,10.89999962,230,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,11,6.430446085
226.06,165.1,1,100,4482.352941,326.5,10.39999962,523,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,13,6.627296447
226.06,165.1,1,1840,4482.352941,264.2000122,10.10000038,330,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,14,8.267716473
226.06,165.1,1,187,4482.352941,458.2999878,10,311,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,15,8.333333208
226.06,165.1,1,260,4482.352941,340.5,10.60000038,216,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,16,9.251968441
226.06,165.1,1,362,4482.352941,413.8999939,10.10000038,419,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,17,9.973753156
226.06,165.1,1,701,4482.352941,402.1000061,10,392,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,19,9.973753156
226.06,165.1,1,976,4482.352941,425.5,10.19999981,415,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,20,10.03936989
226.06,165.1,1,1357,4482.352941,524.9000244,11,358,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,21,10.69553787
226.06,165.1,1,2627,4482.352941,373.2999878,11.5,204,23.9420541,21718.494,2.29745335,3.8610656,2.97853632,0.0000087,23,13.91076103
218.44,114.3,1,1269,4916.129032,271.1000061,9.600000381,445,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,30,1.640419948
218.44,114.3,1,1396,4916.129032,365.2999878,8.300000191,448,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,32,4.986876578
218.44,114.3,1,1463,4916.129032,276.7999878,8.699999809,358,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,33,6.036745282
218.44,114.3,1,1534,4916.129032,434.5,8.300000191,394,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,34,10.03937009
218.44,114.3,1,1687,4916.129032,342.2000122,7.199999809,684,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,36,16.40419979
218.44,114.3,1,1854,4916.129032,451.7000122,8.399999619,370,38.88141323,32060.634,2.268700155,5.20611787,5.15728048,0.000007875,38,26.18110289
271.78,388.62,0,1567,4118.918919,522.0999756,11.10000038,88,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,11,5.64304487
271.78,388.62,0,2010,4118.918919,215.6000061,10.5,252,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,14,5.64304487
271.78,388.62,0,2152,4118.918919,407.5,10.5,199,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,16,5.577427822
271.78,388.62,0,2364,4118.918919,390.6000061,10.5,437,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,19,5.577427822
271.78,388.62,0,2506,4118.918919,455.5,10,277,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,21,5.118110361
271.78,388.62,0,2577,4118.918919,323.5,10.80000019,172,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,22,5.118110361
271.78,388.62,0,2648,4118.918919,433.2000122,10.80000019,327,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,23,5.577427822
271.78,388.62,0,2790,4118.918919,485.8999939,10,363,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,25,5.577427822
271.78,388.62,0,2932,4118.918919,539.7999878,11.10000038,307,53.606759,27579.04,2.268700155,5.20611787,4.20925098,9.54E-06,27,5.577427822
223.52,165.1,0,699,4482.352941,1089.199951,14.10000038,152,46.08285215,32474.3196,2.28744185,7.423358269,3.903419125,8.38E-06,19,0.984251969
297.18,154.94,0,686,4618.181818,1427.800049,13,120,30.9747093,29716.4156,2.228173448,5.20611787,4.2575143,8.38E-06,13,1.968503937
297.18,154.94,0,603,4618.181818,1044,14.69999981,60,30.9747093,29716.4156,2.228173448,5.20611787,4.2575143,8.38E-06,15,2.034120672
297.18,154.94,0,630,4618.181818,887.7000122,14.89999962,11,30.9747093,29716.4156,2.228173448,5.20611787,4.2575143,8.38E-06,16,2.165354299
297.18,154.94,0,699,4618.181818,1089.199951,14.10000038,152,30.9747093,29716.4156,2.228173448,5.20611787,4.2575143,8.38E-06,19,1.968503937
233.68,139.7,1,467,3242.553191,1203.099976,12.89999962,145,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,4,3.937007874
233.68,139.7,1,525,3242.553191,1266.900024,14.19999981,30,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,6,0.590551165
233.68,139.7,1,556,3242.553191,1474.199951,12.80000019,129,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,7,0.590551165
233.68,139.7,1,589,3242.553191,1055.199951,13.19999981,144,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,8,0.590551165
233.68,139.7,1,625,3242.553191,1232.199951,13.30000019,120,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,9,2.493438367
233.68,139.7,1,686,3242.553191,1427.800049,13,120,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,13,2.493438367
233.68,139.7,1,603,3242.553191,1044,14.69999981,60,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,15,2.690288651
233.68,139.7,1,630,3242.553191,887.7000122,14.89999962,11,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,16,3.34645663
233.68,139.7,1,699,3242.553191,1089.199951,14.10000038,152,21.53342413,13444.782,2.184923442,6.090371333,3.036201586,0.0000101,19,3.083989533
287.02,175.26,1,388,4482.352941,1464.5,12.80000019,144,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,0,17.19160155
287.02,175.26,1,392,4482.352941,1163.099976,13.5,52,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,1,29.26509211
287.02,175.26,1,440,4482.352941,1190.099976,13.80000019,59,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,3,30.18372641
287.02,175.26,1,467,4482.352941,1203.099976,12.89999962,145,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,4,29.52755906
287.02,175.26,1,495,4482.352941,1028.900024,13.60000038,45,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,5,24.40944869
287.02,175.26,1,525,4482.352941,1266.900024,14.19999981,30,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,6,28.67454118
287.02,175.26,1,556,4482.352941,1474.199951,12.80000019,129,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,7,31.75853111
287.02,175.26,1,589,4482.352941,1055.199951,13.19999981,144,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,8,67.06036733
287.02,175.26,1,625,4482.352941,1232.199951,13.30000019,120,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,9,30.1181103
287.02,175.26,1,686,4482.352941,1427.800049,13,120,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,13,26.90288714
287.02,175.26,1,603,4482.352941,1044,14.69999981,60,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,15,20.07874041
287.02,175.26,1,630,4482.352941,887.7000122,14.89999962,11,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,16,20.14435746
287.02,175.26,1,699,4482.352941,1089.199951,14.10000038,152,17.60508018,21318.59792,2.156090198,4.320716267,3.001518853,8.38E-06,19,6.692913261
208.28,119.38,1,495,4233.333333,1028.900024,13.60000038,45,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,5,1.771653575
208.28,119.38,1,525,4233.333333,1266.900024,14.19999981,30,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,6,1.771653575
208.28,119.38,1,556,4233.333333,1474.199951,12.80000019,129,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,7,1.902887202
208.28,119.38,1,589,4233.333333,1055.199951,13.19999981,144,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,8,1.968503937
208.28,119.38,1,625,4233.333333,1232.199951,13.30000019,120,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,9,1.968503937
208.28,119.38,1,686,4233.333333,1427.800049,13,120,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,13,1.968503937
208.28,119.38,1,603,4233.333333,1044,14.69999981,60,35.34713627,33577.4812,2.228173448,5.20611787,3.734661667,8.38E-06,15,0.787401606
210.82,96.52,1,699,4354.285714,1089.199951,14.10000038,152,32.233003,30301.24321,2.297052802,5.20611787,3.7059335,8.38E-06,19,4.724409324
238.76,162.56,1,840,6350,2101.100098,20.10000038,0,41.0582958,21029.018,2.268700155,5.20611787,3.1715896,7.84E-06,15,2.362204662
238.76,162.56,1,1430,6350,2235.399902,19.70000076,0,41.0582958,21029.018,2.268700155,5.20611787,3.1715896,7.84E-06,18,1.640419948
238.76,162.56,1,1652,6350,1800.699951,19.60000038,0,41.0582958,21029.018,2.268700155,5.20611787,3.1715896,7.84E-06,21,1.443569585
238.76,162.56,1,1869,6350,1089.099976,20,2,41.0582958,21029.018,2.268700155,5.20611787,3.1715896,7.84E-06,23,2.493438289
238.76,162.56,1,2015,6350,1648.099976,20,0,41.0582958,21029.018,2.268700155,5.20611787,3.1715896,7.84E-06,26,8.398950256
210.82,119.38,1,223,6096,1570.400024,22,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,23,0.590551165
210.82,119.38,1,256,6096,1354.599976,21.89999962,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,25,0.656167979
210.82,119.38,1,363,6096,1554.699951,21.89999962,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,28,0.787401606
210.82,119.38,1,387,6096,1708.199951,21.29999924,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,31,2.165354299
210.82,119.38,1,291,6096,931.0999756,21.79999924,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,32,2.821522318
210.82,119.38,1,264,6096,1529.900024,21.60000038,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,34,3.149606268
210.82,119.38,1,254,6096,1171,22.10000038,0,40.8169792,24648.767,2.268700155,5.20611787,2.87166754,0.0000074,37,3.018372641
177.8,238.76,0,110,4233.333333,1062.5,22.29999924,0,57.0886128,29130.361,2.268700155,5.20611787,4.06446102,0.000008175,23,1.50918632
177.8,238.76,0,113,4233.333333,1801.699951,22,0,57.0886128,29130.361,2.268700155,5.20611787,4.06446102,0.000008175,25,1.246719144
177.8,238.76,0,139,4233.333333,1438,23,0,57.0886128,29130.361,2.268700155,5.20611787,4.06446102,0.000008175,28,1.50918632
203.2,124.46,1,165,6626.086957,1731.699951,22.29999924,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,17,0.984251969
203.2,124.46,1,165,6626.086957,1731.699951,22.29999924,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,17,0.984251969
203.2,124.46,1,176,6626.086957,1058.5,21.29999924,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,19,1.312335958
203.2,124.46,1,299,6626.086957,1485.800049,22,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,23,1.968503937
203.2,124.46,1,397,6626.086957,1412.599976,21.89999962,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,29,0.590551165
203.2,124.46,1,434,6626.086957,864.2000122,22,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,32,0.984251969
203.2,124.46,1,460,6626.086957,1315.300049,21.89999962,0,39.7827652,22925.077,2.268700155,5.20611787,2.97853632,7.78E-06,34,1.968503937
