ST,BT,BL,AD,JS,AP,AT,FI,CS,EM,DE,MR,TS,CT,AG,LC
248.92,162.56,1,1308,4354.285714,1078.900024,16.60000038,27,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,24,111.023618
248.92,162.56,1,742,4354.285714,1523,17.10000038,26,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,25,51.64041795
248.92,162.56,1,1210,4354.285714,942.7000122,17.5,10,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,26,51.18110236
248.92,162.56,1,1275,4354.285714,1208.300049,17.5,16,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,27,50.91863417
248.92,162.56,1,1252,4354.285714,1345.699951,17.5,12,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,28,51.50918635
248.92,162.56,1,1238,4354.285714,1596.800049,16.39999962,18,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,29,58.00524729
259.08,152.4,1,1035,4621.212121,1265.400024,16.29999924,74,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,17,160.6229488
259.08,152.4,1,1066,4621.212121,1418.699951,16.39999962,38,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,18,129.9016433
259.08,152.4,1,1169,4621.212121,1034.300049,16.79999924,62,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,21,147.3442603
259.08,152.4,1,2563,4621.212121,1395.199951,16.89999962,26,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,22,158.8524571
259.08,152.4,1,1129,4621.212121,1351.099976,16.70000076,16,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,23,161.0819632
259.08,152.4,1,1308,4621.212121,1078.900024,16.60000038,27,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,24,155.3442643
259.08,152.4,1,742,4621.212121,1523,17.10000038,26,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,25,123.9672091
259.08,152.4,1,1210,4621.212121,942.7000122,17.5,10,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,26,133.5737666
259.08,152.4,1,1275,4621.212121,1208.300049,17.5,16,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,27,136.0983567
259.08,152.4,1,1252,4621.212121,1345.699951,17.5,12,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,28,120.9836045
259.08,152.4,1,1238,4621.212121,1596.800049,16.39999962,18,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,29,120.9836107
254,152.4,1,1035,4552.238806,1265.400024,16.29999924,74,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,17,159.4426189
254,152.4,1,1066,4552.238806,1418.699951,16.39999962,38,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,18,126.0655738
254,152.4,1,1169,4552.238806,1034.300049,16.79999924,62,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,21,143.7704881
254,152.4,1,2563,4552.238806,1395.199951,16.89999962,26,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,22,148.9836077
254,152.4,1,1129,4552.238806,1351.099976,16.70000076,16,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,23,149.1147501
254,152.4,1,1308,4552.238806,1078.900024,16.60000038,27,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,24,149.3770512
254,152.4,1,742,4552.238806,1523,17.10000038,26,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,25,150.7540964
254,152.4,1,1210,4552.238806,942.7000122,17.5,10,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,26,146.6885265
254,152.4,1,1275,4552.238806,1208.300049,17.5,16,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,27,149.6393462
254,152.4,1,1252,4552.238806,1345.699951,17.5,12,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,28,136.5901599
254,152.4,1,1238,4552.238806,1596.800049,16.39999962,18,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,29,132.9508217
254,152.4,1,1359,4552.238806,1102.099976,18.20000076,9,29.93704792,30301.24321,2.272224201,5.20611787,4.52296256,0.00000825,33,117.1475395
248.92,162.56,1,1035,4354.285714,1265.400024,16.29999924,74,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,17,109.2519685
248.92,162.56,1,1359,4354.285714,1102.099976,18.20000076,9,32.10889732,30301.24321,2.257807649,5.20611787,3.84038132,0.000008275,33,45.80052537
259.08,152.4,1,1359,4621.212121,1102.099976,18.20000076,9,38.88141323,26200.088,2.257807649,5.20611787,4.8608058,8.38E-06,33,107.4754083
210.82,152.4,0,4183,4618.181818,290.2999878,17.39999962,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,4,1.902887123
210.82,152.4,0,4431,4618.181818,150.3000031,17.5,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,7,3.937007718
210.82,152.4,0,4960,4618.181818,157.3999939,17.5,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,8,11.54855637
210.82,152.4,0,4754,4618.181818,260.1000061,17.5,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,9,13.97637777
210.82,152.4,0,4785,4618.181818,429.5,16.70000076,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,10,16.60104999
210.82,152.4,0,4770,4618.181818,261.2000122,17.60000038,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,12,9.514435539
210.82,152.4,0,4790,4618.181818,308.6000061,18.29999924,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,14,19.61942263
210.82,152.4,0,5068,4618.181818,179.1999969,17.70000076,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,15,27.95275584
203.2,152.4,0,4183,4618.181818,290.2999878,17.39999962,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,4,1.50918632
203.2,152.4,0,4431,4618.181818,150.3000031,17.5,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,7,6.955380515
203.2,152.4,0,4960,4618.181818,157.3999939,17.5,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,8,7.086613985
203.2,152.4,0,4754,4618.181818,260.1000061,17.5,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,9,7.874015904
203.2,152.4,0,4785,4618.181818,429.5,16.70000076,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,10,8.530183883
203.2,152.4,0,4849,4618.181818,315.8999939,16.39999962,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,11,14.50131259
203.2,152.4,0,4790,4618.181818,308.6000061,18.29999924,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,14,20.93175891
203.2,152.4,0,5068,4618.181818,179.1999969,17.70000076,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,15,29.33070854
289.56,147.32,0,4790,4618.181818,308.6000061,18.29999924,0,24.3385028,29026.9396,2.35151585,5.20611787,2.459131067,8.38E-06,14,1.50918632
289.56,147.32,0,5068,4618.181818,179.1999969,17.70000076,0,24.3385028,29026.9396,2.35151585,5.20611787,2.459131067,8.38E-06,15,2.034120672
208.28,152.4,1,3850,4618.181818,247.3000031,17.20000076,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,2,0.393700803
208.28,152.4,1,4088,4618.181818,212.6999969,17.60000038,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,3,1.049868782
208.28,152.4,1,4183,4618.181818,290.2999878,17.39999962,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,4,1.83727031
208.28,152.4,1,4431,4618.181818,150.3000031,17.5,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,7,12.99212548
208.28,152.4,1,4960,4618.181818,157.3999939,17.5,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,8,23.42519633
208.28,152.4,1,4754,4618.181818,260.1000061,17.5,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,9,27.42782251
208.28,152.4,1,4785,4618.181818,429.5,16.70000076,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,10,30.44619523
208.28,152.4,1,4770,4618.181818,261.2000122,17.60000038,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,12,42.78215101
210.82,152.4,0,4849,4618.181818,315.8999939,16.39999962,0,28.785623,36094.0686,2.34671025,5.20611787,3.6886966,8.38E-06,11,17.84776922
289.56,147.32,0,4849,4618.181818,315.8999939,16.39999962,0,24.3385028,29026.9396,2.35151585,5.20611787,2.459131067,8.38E-06,11,1.246719144
208.28,152.4,1,4849,4618.181818,315.8999939,16.39999962,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,11,41.40419847
203.2,152.4,0,4770,4618.181818,261.2000122,17.60000038,0,37.90739048,35335.645,2.37394165,5.20611787,3.57148568,8.38E-06,12,17.91338533
289.56,147.32,0,4770,4618.181818,261.2000122,17.60000038,0,24.3385028,29026.9396,2.35151585,5.20611787,2.459131067,8.38E-06,12,1.115485596
208.28,152.4,1,4790,4618.181818,308.6000061,18.29999924,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,14,44.68503946
203.2,149.86,1,4960,4618.181818,157.3999939,17.5,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,8,0.131233598
203.2,149.86,1,4754,4618.181818,260.1000061,17.5,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,9,1.377952693
203.2,149.86,1,4785,4618.181818,429.5,16.70000076,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,10,3.67454062
203.2,149.86,1,4849,4618.181818,315.8999939,16.39999962,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,11,4.002624609
203.2,149.86,1,4770,4618.181818,261.2000122,17.60000038,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,12,6.036745438
203.2,149.86,1,4790,4618.181818,308.6000061,18.29999924,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,14,6.167978909
203.2,149.86,1,5068,4618.181818,179.1999969,17.70000076,0,33.70675795,27728.42647,2.319122888,5.20611787,3.28880052,8.38E-06,15,11.54855668
279.4,157.48,1,4431,4618.181818,150.3000031,17.5,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,7,1.50918632
279.4,157.48,1,4960,4618.181818,157.3999939,17.5,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,8,1.50918632
279.4,157.48,1,4754,4618.181818,260.1000061,17.5,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,9,1.706036683
279.4,157.48,1,4785,4618.181818,429.5,16.70000076,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,10,2.88713917
279.4,157.48,1,4849,4618.181818,315.8999939,16.39999962,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,11,3.149606346
279.4,157.48,1,4770,4618.181818,261.2000122,17.60000038,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,12,4.133858393
279.4,157.48,1,4790,4618.181818,308.6000061,18.29999924,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,14,2.559055181
279.4,157.48,1,5068,4618.181818,179.1999969,17.70000076,0,24.10867747,33577.4812,2.364330698,5.20611787,2.783184787,0.0000091,15,4.396325491
271.78,167.64,1,3850,4618.181818,247.3000031,17.20000076,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,2,18.96325434
271.78,167.64,1,4088,4618.181818,212.6999969,17.60000038,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,3,25.19685139
271.78,167.64,1,4183,4618.181818,290.2999878,17.39999962,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,4,21.7191591
271.78,167.64,1,4431,4618.181818,150.3000031,17.5,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,7,27.49343932
271.78,167.64,1,4960,4618.181818,157.3999939,17.5,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,8,30.44619523
271.78,167.64,1,4754,4618.181818,260.1000061,17.5,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,9,33.33333283
271.78,167.64,1,4785,4618.181818,429.5,16.70000076,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,10,35.30183677
271.78,167.64,1,4849,4618.181818,315.8999939,16.39999962,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,11,37.5328089
271.78,167.64,1,4770,4618.181818,261.2000122,17.60000038,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,12,30.77427718
271.78,167.64,1,4790,4618.181818,308.6000061,18.29999924,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,14,31.95538108
271.78,167.64,1,5068,4618.181818,179.1999969,17.70000076,0,40.334346,37404.073,2.37874725,5.20611787,3.60940686,8.38E-06,15,33.66141635
213.36,91.44,1,4754,4618.181818,260.1000061,17.5,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,9,0.918635155
213.36,91.44,1,4785,4618.181818,429.5,16.70000076,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,10,0.918635155
213.36,91.44,1,4849,4618.181818,315.8999939,16.39999962,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,11,0.984251969
213.36,91.44,1,4770,4618.181818,261.2000122,17.60000038,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,12,0.984251969
213.36,91.44,1,4790,4618.181818,308.6000061,18.29999924,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,14,0.984251969
213.36,91.44,1,5068,4618.181818,179.1999969,17.70000076,0,25.0969264,30922.9986,2.3979694,5.20611787,2.77858828,8.38E-06,15,1.312335958
203.2,93.98,1,2295,4762.5,1537.900024,10.10000038,38,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,19,4.658792588
203.2,93.98,1,2569,4762.5,1906.400024,9.100000381,81,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,21,5.249343832
203.2,93.98,1,2720,4762.5,891.7000122,9.699999809,28,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,22,3.805774169
203.2,93.98,1,2761,4762.5,1182.199951,10,15,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,23,4.855643107
203.2,93.98,1,2678,4762.5,1162.900024,10.30000019,53,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,24,13.64829409
203.2,93.98,1,2863,4762.5,1172.900024,10.19999981,55,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,25,8.727034246
203.2,93.98,1,2967,4762.5,1093.400024,10.60000038,20,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,26,5.905511811
203.2,93.98,1,3217,4762.5,1163.199951,10.19999981,30,38.88141323,30301.24321,2.268700155,5.20611787,5.18141214,8.38E-06,27,10.17060383
220.98,109.22,0,2242,5255.172414,1182.300049,10.80000019,34,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,15,3.21522316
220.98,109.22,0,2295,5255.172414,1537.900024,10.10000038,38,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,19,15.15748041
220.98,109.22,0,2720,5255.172414,891.7000122,9.699999809,28,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,22,6.233595722
220.98,109.22,0,2761,5255.172414,1182.199951,10,15,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,23,7.34908124
220.98,109.22,0,2678,5255.172414,1162.900024,10.30000019,53,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,24,15.09186383
220.98,109.22,0,2967,5255.172414,1093.400024,10.60000038,20,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,26,25.00000088
220.98,109.22,0,3217,5255.172414,1163.199951,10.19999981,30,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,27,46.9816263
203.2,129.54,1,2295,4533.333333,1537.900024,10.10000038,38,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,19,6.764705742
210.82,160.02,0,25,4482.352941,260.1000061,17.5,0,26.91714304,31578.0008,2.312270451,5.20611787,2.59932452,0.0000094,10,1.50918632
205.74,93.98,1,2596,4618.181818,1182.300049,10.80000019,34,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,18,28.08399025
205.74,93.98,1,2295,4618.181818,1537.900024,10.10000038,38,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,22,19.55380574
205.74,93.98,1,2569,4618.181818,1906.400024,9.100000381,81,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,24,27.03412061
205.74,93.98,1,2720,4618.181818,891.7000122,9.699999809,28,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,25,2.296587887
205.74,93.98,1,2761,4618.181818,1182.199951,10,15,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,26,3.21522316
205.74,93.98,1,2678,4618.181818,1162.900024,10.30000019,53,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,27,10.89238839
205.74,93.98,1,2861,4618.181818,1093.400024,10.60000038,20,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,29,15.48556455
205.74,93.98,1,3217,4618.181818,1163.199951,10.19999981,30,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,30,13.12335958
208.28,152.4,1,5068,4618.181818,179.1999969,17.70000076,0,28.7339123,33784.324,2.3867565,5.20611787,3.16469484,8.38E-06,15,58.98950137
220.98,109.22,0,2863,5255.172414,1172.900024,10.19999981,55,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,7.39E-06,25,19.48818885
205.74,93.98,1,2868,4618.181818,1172.900024,10.19999981,55,38.88141323,19477.697,2.268700155,5.20611787,4.81254248,7.72E-06,28,14.895013
205.74,137.16,1,899,4916.129032,586.2000122,13,11,44.4367282,21029.018,2.268700155,5.20611787,5.11246454,7.95E-06,38,0.459317577
205.74,137.16,1,805,4916.129032,295.7999878,14.5,0,44.4367282,21029.018,2.268700155,5.20611787,5.11246454,7.95E-06,39,0.656167979
205.74,137.16,1,912,4916.129032,304.8999939,15.30000019,0,44.4367282,21029.018,2.268700155,5.20611787,5.11246454,7.95E-06,41,0.656167979
205.74,137.16,1,1249,4916.129032,394.7000122,15.5,0,44.4367282,21029.018,2.268700155,5.20611787,5.11246454,7.95E-06,42,0.656167979
205.74,137.16,1,1303,4916.129032,398,15.69999981,0,44.4367282,21029.018,2.268700155,5.20611787,5.11246454,7.95E-06,43,1.049868782
215.9,81.28,1,1916,4762.5,990.7000122,16.20000076,0,49.297534,27061.933,2.268700155,5.20611787,4.1713298,8.01E-06,19,2.230971191
215.9,81.28,1,2523,4762.5,1327.099976,15.89999962,0,49.297534,27061.933,2.268700155,5.20611787,4.1713298,8.01E-06,25,16.33858243
215.9,81.28,1,2654,4762.5,1147.099976,15.5,0,49.297534,27061.933,2.268700155,5.20611787,4.1713298,8.01E-06,27,8.595800619
215.9,81.28,1,2770,4762.5,1774.5,16.29999924,0,49.297534,27061.933,2.268700155,5.20611787,4.1713298,8.01E-06,29,7.480315023
215.9,81.28,1,3145,4762.5,1492.800049,16.10000038,0,49.297534,27061.933,2.268700155,5.20611787,4.1713298,8.01E-06,32,11.54855668
223.52,114.3,1,5236,4618.181818,563.5,16.79999924,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,26,0.787401606
223.52,114.3,1,4953,4618.181818,307.5,16.60000038,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,29,0.590551165
223.52,114.3,1,4169,4618.181818,555.7000122,16.60000038,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,33,0.590551165
223.52,114.3,1,4335,4618.181818,129.8999939,16.79999924,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,34,0.590551165
223.52,114.3,1,4193,4618.181818,199.6999969,17.60000038,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,36,1.246719144
223.52,114.3,1,5668,4618.181818,518.7000122,17.20000076,0,50.8143812,23959.291,2.268700155,5.20611787,5.08143812,8.51E-06,37,3.805774325
205.74,152.4,0,441,4762.5,535.5999756,17.20000076,0,44.1609378,25079.6895,2.268700155,5.20611787,5.04696432,8.35E-06,40,3.608923885
193.04,81.28,1,1860,4118.918919,1723.599976,9.800000191,112,44.6090972,29216.5455,2.268700155,5.20611787,4.09376375,8.38E-06,37,7.414698288
193.04,81.28,1,2154,4118.918919,1566.5,9.399999619,119,44.6090972,29216.5455,2.268700155,5.20611787,4.09376375,8.38E-06,38,7.283464504
193.04,81.28,1,1439,4118.918919,1634.199951,8.800000191,68,44.6090972,29216.5455,2.268700155,5.20611787,4.09376375,8.38E-06,33,1.706036683
297.18,121.92,1,1609,4762.5,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,73.49081271
297.18,121.92,1,1798,4762.5,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,67.91338583
297.18,121.92,1,2350,4762.5,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,73.22834546
297.18,121.92,1,2560,4762.5,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,78.60892495
297.18,121.92,1,1540,4866.666667,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,100.6849315
297.18,121.92,1,1609,4866.666667,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,100.6849315
297.18,121.92,1,1798,4866.666667,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,100.6849315
297.18,121.92,1,1540,4800,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,100.6944444
297.18,121.92,1,1609,4800,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,100.6944466
297.18,121.92,1,1798,4800,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,104.8611111
297.18,121.92,1,1540,4666.666667,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,110.9523773
297.18,121.92,1,1609,4666.666667,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,100.2380916
297.18,121.92,1,1798,4666.666667,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,99.52380955
297.18,121.92,1,1609,4916.129032,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,101.5091862
297.18,121.92,1,1798,4916.129032,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,100.0656168
297.18,121.92,1,2350,4916.129032,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,108.0052533
297.18,121.92,1,2560,4916.129032,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,102.6902866
297.18,121.92,1,1540,5000,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,93.19999695
297.18,121.92,1,1609,5000,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,83
297.18,121.92,1,1798,5000,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,95.1999985
297.18,121.92,1,2350,5000,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,94
297.18,121.92,1,1540,5250,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,100
297.18,121.92,1,1609,5250,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,108.8095256
297.18,121.92,1,1798,5250,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,99.52380771
297.18,121.92,1,2350,5250,264,15.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,28,98.80952381
297.18,121.92,1,2560,5250,367.3999939,16.10000038,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,29,108.09524
297.18,121.92,1,1540,4545.454545,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,91.40000153
297.18,121.92,1,1609,4545.454545,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,100.5999985
297.18,121.92,1,1798,4545.454545,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,100.4000015
297.18,121.92,1,1540,4666.666667,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,77.61904399
297.18,121.92,1,1609,4666.666667,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,77.61904399
297.18,121.92,1,1798,4666.666667,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,85.23809342
297.18,121.92,1,1540,4555.555556,257.6000061,16.5,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,20,101.2195122
297.18,121.92,1,1609,4555.555556,279.8999939,16,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,100.2438987
297.18,121.92,1,1798,4555.555556,529.9000244,17.29999924,0,38.88141323,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,25,101.2195122
203.2,129.54,1,2569,4533.333333,1906.400024,9.100000381,81,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,21,27.6470591
203.2,129.54,1,2720,4533.333333,891.7000122,9.699999809,28,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,22,2.941176471
203.2,129.54,1,2761,4533.333333,1182.199951,10,15,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,23,30.58823557
203.2,129.54,1,2967,4533.333333,1093.400024,10.60000038,20,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,26,18.97058767
203.2,129.54,1,3217,4533.333333,1163.199951,10.19999981,30,62.51249067,30301.24321,2.268700155,5.20611787,3.869051137,8.38E-06,27,19.85294065
