ST,BT,AD,JS,AP,AT,FI,CS,EM,DE,TS,CT,AG,SP
254,152.4,1210,4552.238806,942.7000122,17.5,10,29.93704792,30294.14133,2.272219005,4.52296256,0.00000825,26,4.200000048
254,152.4,1238,4552.238806,1596.800049,16.39999962,18,29.93704792,30294.14133,2.272219005,4.52296256,0.00000825,29,0.5
279.4,152.4,5170,4618.181818,1378.300049,16,11,71.03211575,30294.14133,2.28263103,3.69903874,8.40E-06,18,1.5
292.1,203.2,2,4618.181818,1359.800049,16.70000076,10,29.34065118,33094.68253,2.306658807,3.33878753,0.00000775,16,1.899999976
254,152.4,1359,4552.238806,1102.099976,18.20000076,9,29.93704792,30294.14133,2.272219005,4.52296256,0.00000825,33,3.900000006
292.1,203.2,2,4618.181818,1097.699951,16,54,29.34065118,33094.68253,2.306658807,3.33878753,0.00000775,17,1.899999976
248.92,162.56,1035,4354.285714,1265.400024,16.29999924,74,32.10889732,30294.14133,2.257802486,3.84038132,0.000008275,17,5.499999955
248.92,162.56,1359,4354.285714,1102.099976,18.20000076,9,32.10889732,30294.14133,2.257802486,3.84038132,0.000008275,33,1.899999976
259.08,152.4,1359,4621.212121,1102.099976,18.20000076,9,39.989608,26200.088,2.257802486,4.8608058,8.40E-06,33,3.799999952
210.82,152.4,4754,4618.181818,260.1000061,17.5,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,9,0.400000006
210.82,152.4,4785,4618.181818,429.5,16.70000076,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,10,0.400000006
210.82,152.4,4770,4618.181818,261.2000122,17.60000038,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,12,0.400000006
210.82,152.4,4790,4618.181818,308.6000061,18.29999924,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,14,0.800000012
210.82,152.4,5068,4618.181818,179.1999969,17.70000076,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,15,0.899999976
289.56,147.32,4960,4618.181818,157.3999939,17.5,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,8,1
289.56,147.32,4785,4618.181818,429.5,16.70000076,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,10,4.600000024
289.56,147.32,4790,4618.181818,308.6000061,18.29999924,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,14,10.70000041
289.56,147.32,5068,4618.181818,179.1999969,17.70000076,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,15,14.29999983
281.94,160.02,3850,4618.181818,385.6000061,17.70000076,0,42.747512,38817.4988,2.362723347,4.25061954,0.00000887,1,0.600000024
281.94,160.02,4790,4618.181818,308.6000061,18.29999924,0,42.747512,38817.4988,2.362723347,4.25061954,0.00000887,14,1
281.94,160.02,5068,4618.181818,179.1999969,17.70000076,0,42.747512,38817.4988,2.362723347,4.25061954,0.00000887,15,1
208.28,152.4,4785,4618.181818,429.5,16.70000076,0,28.7339123,33784.324,2.386751042,3.16469484,8.40E-06,10,0.400000006
208.28,152.4,4770,4618.181818,261.2000122,17.60000038,0,28.7339123,33784.324,2.386751042,3.16469484,8.40E-06,12,2
210.82,152.4,4849,4618.181818,315.8999939,16.39999962,0,28.785623,36094.0686,2.346704884,3.6886966,8.40E-06,11,0.400000006
289.56,147.32,4849,4618.181818,315.8999939,16.39999962,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,11,8.100000024
208.28,152.4,4849,4618.181818,315.8999939,16.39999962,0,28.7339123,33784.324,2.386751042,3.16469484,8.40E-06,11,0.5
289.56,147.32,4770,4618.181818,261.2000122,17.60000038,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,12,10.70000041
281.94,160.02,4770,4618.181818,261.2000122,17.60000038,0,42.747512,38817.4988,2.362723347,4.25061954,0.00000887,12,1
289.56,147.32,4754,4618.181818,260.1000061,17.5,0,24.3385028,29026.9396,2.351510472,2.459131067,8.40E-06,9,3.000000119
208.28,152.4,4790,4618.181818,308.6000061,18.29999924,0,28.7339123,33784.324,2.386751042,3.16469484,8.40E-06,14,4.099999905
203.2,149.86,4088,4618.181818,212.6999969,17.60000038,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,3,0.400000006
203.2,149.86,4431,4618.181818,150.3000031,17.5,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,7,1
203.2,149.86,4960,4618.181818,157.3999939,17.5,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,8,0.899999976
203.2,149.86,4754,4618.181818,260.1000061,17.5,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,9,0.899999976
203.2,149.86,4785,4618.181818,429.5,16.70000076,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,10,0.899999976
203.2,149.86,4849,4618.181818,315.8999939,16.39999962,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,11,0.699999988
203.2,149.86,4770,4618.181818,261.2000122,17.60000038,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,12,0.699999988
203.2,149.86,4790,4618.181818,308.6000061,18.29999924,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,14,0.699999988
203.2,149.86,5068,4618.181818,179.1999969,17.70000076,0,33.70675795,27728.42647,2.319117585,3.28880052,8.40E-06,15,0.699999988
279.4,157.48,3850,4618.181818,385.6000061,17.70000076,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,1,0.400000006
279.4,157.48,4088,4618.181818,212.6999969,17.60000038,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,3,0.400000006
279.4,157.48,4770,4618.181818,261.2000122,17.60000038,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,12,0.5
279.4,157.48,4790,4618.181818,308.6000061,18.29999924,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,14,0.5
279.4,157.48,5068,4618.181818,179.1999969,17.70000076,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,15,1
271.78,167.64,4960,4618.181818,157.3999939,17.5,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,8,1.100000024
271.78,167.64,4754,4618.181818,260.1000061,17.5,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,9,0.800000012
271.78,167.64,4785,4618.181818,429.5,16.70000076,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,10,1.200000048
271.78,167.64,4849,4618.181818,315.8999939,16.39999962,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,11,1.200000048
271.78,167.64,4770,4618.181818,261.2000122,17.60000038,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,12,1.200000048
271.78,167.64,5068,4618.181818,179.1999969,17.70000076,0,40.334346,37404.073,2.37874181,3.60940686,8.40E-06,15,2.200000048
213.36,91.44,3850,4618.181818,385.6000061,17.70000076,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,1,0.400000006
213.36,91.44,3850,4618.181818,247.3000031,17.20000076,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,2,0.5
213.36,91.44,4754,4618.181818,260.1000061,17.5,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,9,0.899999976
213.36,91.44,4785,4618.181818,429.5,16.70000076,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,10,1.299999952
213.36,91.44,4849,4618.181818,315.8999939,16.39999962,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,11,0.900000006
213.36,91.44,4770,4618.181818,261.2000122,17.60000038,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,12,1.299999982
213.36,91.44,5068,4618.181818,179.1999969,17.70000076,0,25.0969264,30922.9986,2.397963917,2.77858828,8.40E-06,15,1.299999982
307.34,86.36,3850,4618.181818,385.6000061,17.70000076,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,1,0.600000024
307.34,86.36,4088,4618.181818,212.6999969,17.60000038,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,3,0.600000024
307.34,86.36,4183,4618.181818,290.2999878,17.39999962,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,4,0.800000012
307.34,86.36,4431,4618.181818,150.3000031,17.5,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,7,1.200000048
307.34,86.36,4960,4618.181818,157.3999939,17.5,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,8,0.800000012
307.34,86.36,4754,4618.181818,260.1000061,17.5,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,9,1.700000018
307.34,86.36,4785,4618.181818,429.5,16.70000076,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,10,1.800000012
307.34,86.36,4770,4618.181818,261.2000122,17.60000038,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,12,2.5
307.34,86.36,5068,4618.181818,179.1999969,17.70000076,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,15,8.300000191
281.94,93.98,3850,4618.181818,385.6000061,17.70000076,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,1,0.400000006
281.94,93.98,3850,4618.181818,247.3000031,17.20000076,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,2,0.400000006
281.94,93.98,4088,4618.181818,212.6999969,17.60000038,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,3,0.300000012
281.94,93.98,4183,4618.181818,290.2999878,17.39999962,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,4,0.300000012
281.94,93.98,4960,4618.181818,157.3999939,17.5,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,8,0.300000012
281.94,93.98,4754,4618.181818,260.1000061,17.5,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,9,0.400000006
281.94,93.98,4785,4618.181818,429.5,16.70000076,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,10,0.400000006
281.94,93.98,4849,4618.181818,315.8999939,16.39999962,0,38.51585305,37059.335,2.305056781,3.9300132,8.40E-06,11,0.400000006
205.74,93.98,2295,4618.181818,1537.900024,10.10000038,38,39.989608,19477.697,2.28263103,4.81254248,7.72E-06,22,4
223.52,134.62,4137,4762.5,417.1000061,17.89999962,0,39.472501,24476.398,2.28263103,4.38851474,7.69E-06,27,1
208.28,152.4,5068,4618.181818,179.1999969,17.70000076,0,28.7339123,33784.324,2.386751042,3.16469484,8.40E-06,15,5.5
279.4,157.48,3850,4618.181818,247.3000031,17.20000076,0,24.10867747,33577.4812,2.364325291,2.783184787,0.0000091,2,0.400000006
307.34,86.36,3850,4618.181818,247.3000031,17.20000076,0,25.9587714,30509.313,2.28263103,1.87537472,8.40E-06,2,0.600000024
205.74,137.16,441,4916.129032,566,14.19999981,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,17,3.700000048
205.74,137.16,654,4916.129032,388.8999939,15.10000038,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,23,5.400000095
205.74,137.16,812,4916.129032,226.8000031,14.19999981,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,25,1.300000027
205.74,137.16,923,4916.129032,253.8999939,14.69999981,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,26,3.799999952
205.74,137.16,824,4916.129032,341.1000061,14.80000019,1,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,27,3.999999911
205.74,137.16,1032,4916.129032,247.3000031,14.60000038,2,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,33,1.50000003
205.74,137.16,893,4916.129032,277.8999939,14.89999962,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,35,2.199999958
205.74,137.16,931,4916.129032,763.0999756,11.60000038,20,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,37,2.900000006
205.74,137.16,899,4916.129032,586.2000122,13,11,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,38,3.099999905
205.74,137.16,805,4916.129032,295.7999878,14.5,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,39,3.099999905
205.74,137.16,912,4916.129032,304.8999939,15.30000019,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,41,3.900000095
205.74,137.16,1249,4916.129032,394.7000122,15.5,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,42,4.400000095
205.74,137.16,1303,4916.129032,398,15.69999981,0,44.4367282,21029.018,2.28263103,5.11246454,7.95E-06,43,4.400000095
215.9,81.28,2523,4762.5,1327.099976,15.89999962,0,49.297534,27061.933,2.28263103,4.1713298,8.01E-06,25,0.300000012
215.9,81.28,2654,4762.5,1147.099976,15.5,0,49.297534,27061.933,2.28263103,4.1713298,8.01E-06,27,0.5
223.52,114.3,5236,4618.181818,563.5,16.79999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,26,1.700000048
223.52,114.3,4169,4618.181818,555.7000122,16.60000038,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,33,2.299999982
223.52,114.3,4335,4618.181818,129.8999939,16.79999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,34,2.699999958
223.52,114.3,4193,4618.181818,199.6999969,17.60000038,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,36,3.100000054
223.52,114.3,5668,4618.181818,518.7000122,17.20000076,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,37,3.800000101
297.18,121.92,1540,4762.5,260.7000122,16.5,0,50.4006956,29130.361,2.28263103,5.65025582,9.59E-06,20,8.199999809
297.18,121.92,1680,4762.5,416.5,17.10000038,0,50.4006956,29130.361,2.28263103,5.65025582,9.59E-06,24,1.700000048
297.18,121.92,2235,4762.5,597,15.19999981,1,50.4006956,29130.361,2.28263103,5.65025582,9.59E-06,27,1.899999976
297.18,121.92,2560,4762.5,370.3999939,16.20000076,0,50.4006956,29130.361,2.28263103,5.65025582,9.59E-06,29,3.999999911
241.3,119.38,3039,4118.918919,162.6000061,17.60000038,0,49.297534,29992.206,2.28263103,4.17477718,6.82E-06,26,0.699999988
205.74,119.38,441,4762.5,535.5999756,17.20000076,0,44.1609378,25079.6895,2.28263103,5.04696432,8.35E-06,40,5.199999809
193.04,81.28,2154,4118.918919,1566.5,9.399999619,119,44.6090972,29216.5455,2.28263103,4.09376375,8.40E-06,38,0.100000001
203.2,129.54,2569,4533.333333,1906.400024,9.100000381,81,62.51249067,30294.14133,2.28263103,3.94380272,8.40E-06,21,1.299999952
203.2,129.54,2678,4533.333333,1162.900024,10.30000019,53,62.51249067,30294.14133,2.28263103,3.94380272,8.40E-06,24,0.400000006
223.52,134.62,1900,4762.5,402.7999878,17.5,0,39.472501,24476.398,2.28263103,4.38851474,7.69E-06,13,1.299999952
223.52,134.62,3370,4762.5,259.7000122,18.79999924,0,39.472501,24476.398,2.28263103,4.38851474,7.69E-06,19,0.400000006
223.52,134.62,4213,4762.5,151.6000061,17.29999924,0,39.472501,24476.398,2.28263103,4.38851474,7.69E-06,24,0.400000006
243.84,101.6,2921,4118.918919,375.1000061,18.39999962,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,9,5.800000131
243.84,101.6,2500,4118.918919,91.59999847,18.29999924,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,17,1.900000036
243.84,101.6,3725,4118.918919,116.9000015,18.20000076,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,20,16.30000001
243.84,101.6,4373,4118.918919,391.8999939,18.29999924,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,22,2.00000006
243.84,101.6,3926,4118.918919,58.90000153,19.10000038,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,25,2.699999988
243.84,101.6,2969,4118.918919,176.5,19.89999962,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,30,6.299999952
243.84,101.6,2650,4118.918919,85.80000305,19.60000038,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,31,6.800000072
243.84,101.6,2789,4118.918919,143.1999969,20.20000076,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,33,8.200000048
205.74,81.28,522,5080,504.7999878,18.89999962,0,43.8161998,28268.516,2.28263103,5.00214838,0.00000757,13,2.199999958
205.74,81.28,869,5080,341.2999878,19.60000038,0,43.8161998,28268.516,2.28263103,5.00214838,0.00000757,19,0.5
205.74,81.28,1110,5080,211.1999969,18.39999962,0,43.8161998,28268.516,2.28263103,5.00214838,0.00000757,24,0.200000003
218.44,111.76,2921,4916.129032,371.7000122,18.10000038,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,12,7.599999905
218.44,111.76,2122,4916.129032,213.6999969,18.89999962,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,18,4.399999976
218.44,111.76,3725,4916.129032,105.6999969,18.10000038,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,23,4.700000107
218.44,111.76,3926,4916.129032,91.40000153,18.70000076,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,28,1.100000024
218.44,111.76,3012,4916.129032,200.5,19,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,30,2.900000095
218.44,111.76,2803,4916.129032,271.8999939,18.39999962,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,32,3
218.44,111.76,2969,4916.129032,186.1000061,19.70000076,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,33,3.900000095
218.44,111.76,2650,4916.129032,122.0999985,19.10000038,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,34,3.900000095
218.44,111.76,4249,4916.129032,326.5,19.89999962,0,32.6122148,23097.446,2.28263103,5.33654424,7.79E-06,38,4.300000191
203.2,129.54,2863,4533.333333,1172.900024,10.19999981,55,62.51249067,30294.14133,2.28263103,3.94380272,8.40E-06,25,0.400000006
243.84,101.6,4251,4118.918919,310.2999878,20.39999962,0,40.8169792,28785.623,2.28263103,4.6711999,7.67E-06,35,8.200000048
259.08,157.48,2921,4618.181818,374.5,18.29999924,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,11,7.599999905
259.08,157.48,2122,4618.181818,198.6999969,19.10000038,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,17,5.900000155
259.08,157.48,3725,4618.181818,117.4000015,18.20000076,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,22,1.299999952
259.08,157.48,3926,4618.181818,60,19.20000076,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,27,0.5
259.08,157.48,3012,4618.181818,211.1999969,19.10000038,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,29,1
259.08,157.48,2803,4618.181818,272.8999939,18.60000038,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,31,1.899999976
259.08,157.48,2969,4618.181818,176.3999939,19.89999962,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,32,6.399999857
259.08,157.48,2650,4618.181818,87.19999695,19.60000038,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,33,7.999999762
259.08,157.48,2789,4618.181818,144.6000061,20.20000076,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,35,13.20000029
259.08,157.48,4121,4618.181818,245.8999939,19.70000076,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,36,13.29999971
259.08,157.48,4251,4618.181818,308.2000122,20.39999962,0,45.333047,30164.575,2.28263103,4.8435689,7.59E-06,37,13.29999971
223.52,114.3,3352,4618.181818,654.0999756,17,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,16,1.399999976
223.52,114.3,3352,4618.181818,654.0999756,17,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,16,1.399999976
223.52,114.3,3727,4618.181818,624.2999878,17.29999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,17,7.200000048
223.52,114.3,3727,4618.181818,624.2999878,17.29999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,17,7.200000048
223.52,114.3,3727,4618.181818,624.2999878,17.29999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,17,7.200000048
223.52,114.3,3727,4618.181818,624.2999878,17.29999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,17,7.200000048
241.3,119.38,2865,4118.918919,211.3999939,17.89999962,0,49.297534,29992.206,2.28263103,4.17477718,6.82E-06,17,0.500000015
195.58,86.36,2158,4618.181818,391.5,17.29999924,0,54.2789981,31198.789,2.28263103,4.76083178,8.40E-06,37,8.700000286
195.58,86.36,2916,4618.181818,726.9000244,16.70000076,0,54.2789981,31198.789,2.28263103,4.76083178,8.40E-06,44,4.100000054
195.58,86.36,443,4618.181818,382.3999939,17.5,0,54.2789981,31198.789,2.28263103,4.76083178,8.40E-06,49,4.50000006
223.52,114.3,3727,4618.181818,624.2999878,17.29999924,0,50.8143812,23959.291,2.28263103,5.08143812,8.51E-06,17,7.200000048
218.44,149.86,1524,4618.181818,523.2999878,11,363,28.69369287,24648.767,2.406774121,3.252028467,8.40E-06,22,1
218.44,149.86,1645,4618.181818,376.1000061,11.5,206,28.69369287,24648.767,2.406774121,3.252028467,8.40E-06,24,1.600000024
213.36,149.86,1856,4618.181818,366.3999939,10.80000019,224,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,10,0.400000006
213.36,149.86,2453,4618.181818,335.3999939,10.5,208,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,11,1.100000024
213.36,149.86,2420,4618.181818,370.7999878,10.89999962,231,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,12,0.5
213.36,149.86,1323,4618.181818,324.7000122,10.39999962,528,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,14,0.5
213.36,149.86,1206,4618.181818,264.1000061,10.10000038,333,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,15,0.5
213.36,149.86,1203,4618.181818,341.1000061,10.60000038,218,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,17,0.899999976
213.36,149.86,1281,4618.181818,414.2999878,10.10000038,421,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,18,0.899999976
213.36,149.86,1359,4618.181818,397.2999878,10,395,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,20,2.399999976
213.36,149.86,1418,4618.181818,422,10.19999981,419,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,21,2.799999952
213.36,149.86,1524,4618.181818,523.2999878,11,363,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,22,2.899999976
213.36,149.86,1645,4618.181818,376.1000061,11.5,206,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,24,2.599999905
292.1,152.4,793,4482.352941,344.2000122,9.800000191,403,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,3,0.300000012
292.1,152.4,786,4482.352941,304.3999939,10.5,239,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,5,0.300000012
292.1,152.4,821,4482.352941,532.0999756,11,106,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,6,0.300000012
292.1,152.4,1856,4482.352941,366.3999939,10.80000019,224,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,10,1.200000018
292.1,152.4,2453,4482.352941,335.3999939,10.5,208,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,11,0.800000012
292.1,152.4,2420,4482.352941,370.7999878,10.89999962,231,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,12,1.400000006
292.1,152.4,1323,4482.352941,324.7000122,10.39999962,528,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,14,1.400000006
292.1,152.4,1206,4482.352941,264.1000061,10.10000038,333,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,15,2.700000048
292.1,152.4,1203,4482.352941,341.1000061,10.60000038,218,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,17,2.399999976
292.1,152.4,1359,4482.352941,397.2999878,10,395,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,20,3.5
292.1,152.4,1418,4482.352941,422,10.19999981,419,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,21,4.199999928
302.26,149.86,1856,4618.181818,366.3999939,10.80000019,224,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,10,20.5
302.26,149.86,2453,4618.181818,335.3999939,10.5,208,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,11,22
302.26,149.86,2420,4618.181818,370.7999878,10.89999962,231,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,12,20.99999952
302.26,149.86,1323,4618.181818,324.7000122,10.39999962,528,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,14,22.80000079
302.26,149.86,1206,4618.181818,264.1000061,10.10000038,333,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,15,24.60000002
302.26,149.86,1203,4618.181818,341.1000061,10.60000038,218,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,17,25.39999962
302.26,149.86,1281,4618.181818,414.2999878,10.10000038,421,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,18,26.60000038
302.26,149.86,1359,4618.181818,397.2999878,10,395,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,20,26.89999962
302.26,149.86,1524,4618.181818,523.2999878,11,363,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,22,25.20000017
302.26,149.86,1645,4618.181818,376.1000061,11.5,206,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,24,24.4000001
218.44,170.18,793,4482.352941,344.2000122,9.800000191,403,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,3,0.5
218.44,170.18,786,4482.352941,304.3999939,10.5,239,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,5,0.5
218.44,170.18,821,4482.352941,532.0999756,11,106,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,6,0.5
218.44,170.18,918,4482.352941,339.2000122,10.69999981,220,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,7,7.800000191
218.44,170.18,1105,4482.352941,442.6000061,10.69999981,255,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,8,0.600000024
218.44,170.18,1856,4482.352941,366.3999939,10.80000019,224,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,10,0.5
218.44,170.18,2453,4482.352941,335.3999939,10.5,208,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,11,0.5
218.44,170.18,2420,4482.352941,370.7999878,10.89999962,231,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,12,0.5
218.44,170.18,1323,4482.352941,324.7000122,10.39999962,528,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,14,1.699999988
218.44,170.18,1206,4482.352941,264.1000061,10.10000038,333,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,15,0.899999976
218.44,170.18,1119,4482.352941,458.2000122,9.899999619,313,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,16,2
213.36,149.86,1119,4618.181818,458.2000122,9.899999619,313,45.63181993,29647.468,2.357917882,4.3436988,8.40E-06,16,0.900000006
292.1,152.4,1119,4482.352941,458.2000122,9.899999619,313,24.648767,25338.243,2.339496502,2.7751409,8.40E-06,16,2.700000048
302.26,149.86,1119,4618.181818,458.2000122,9.899999619,313,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,16,27.00000024
218.44,149.86,1418,4618.181818,422,10.19999981,419,28.69369287,24648.767,2.406774121,3.252028467,8.40E-06,21,0.5
302.26,149.86,1418,4618.181818,422,10.19999981,419,45.5743636,30336.944,2.412380559,3.803609267,8.40E-06,21,23.39999986
218.44,170.18,1931,4482.352941,233.1000061,10.30000019,294,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,9,0.800000012
218.44,170.18,1203,4482.352941,341.1000061,10.60000038,218,23.63995475,21472.25257,2.338855809,3.479391385,0.0000084,17,2.900000095
