ST,BT,AD,JS,AP,AT,FI,CS,EM,DE,MR,TS,CT,AG,PN,PL,FA
195.580,160.020,1226.000,4.482,882.100,13.400,123.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,7.00,0.00,0.00,0.20
195.580,160.020,1413.000,4.482,953.500,13.400,217.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,9.00,0.00,0.00,0.20
195.580,160.020,1449.000,4.482,606.100,13.200,160.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,10.00,0.00,0.00,0.30
195.580,160.020,1485.000,4.482,685.100,12.800,236.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,11.00,0.00,0.00,0.30
195.580,160.020,1522.000,4.482,748.000,12.700,298.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,12.00,0.00,0.00,0.50
195.580,160.020,1560.000,4.482,897.300,13.200,260.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,13.00,0.00,0.00,0.10
195.580,160.020,1547.000,4.482,950.700,11.600,310.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,17.00,0.00,0.00,0.30
195.580,160.020,1631.000,4.482,859.800,12.800,316.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,18.00,0.00,0.00,0.30
195.580,160.020,1601.000,4.482,575.500,14.700,130.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,20.00,0.00,0.00,0.80
195.580,160.020,1720.000,4.482,902.600,13.200,277.000,0.805,823.025,2.225,0.129,0.091,8.36E-06,23.00,0.00,0.00,0.50
276.860,154.940,1226.000,4.618,882.100,13.400,123.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,7.00,0.00,0.00,0.20
276.860,154.940,1413.000,4.618,953.500,13.400,217.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,9.00,0.00,0.00,0.50
276.860,154.940,1449.000,4.618,606.100,13.200,160.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,10.00,0.00,0.00,0.10
276.860,154.940,1547.000,4.618,950.700,11.600,310.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,17.00,0.00,0.00,0.10
276.860,154.940,1601.000,4.618,575.500,14.700,130.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,20.00,0.00,0.00,0.10
276.860,162.560,1226.000,4.618,882.100,13.400,123.000,0.466,675.613,2.222,0.134,0.098,8.36E-06,7.00,0.00,0.00,0.10
276.860,162.560,1485.000,4.618,685.100,12.800,236.000,0.466,675.613,2.222,0.134,0.098,8.36E-06,11.00,0.00,0.00,0.50
276.860,162.560,1601.000,4.618,575.500,14.700,130.000,0.466,675.613,2.222,0.134,0.098,8.36E-06,20.00,0.00,0.00,0.20
276.860,162.560,1720.000,4.618,902.600,13.200,277.000,0.466,675.613,2.222,0.134,0.098,8.36E-06,23.00,0.00,0.00,0.10
213.360,96.520,1226.000,4.618,882.100,13.400,123.000,0.878,702.467,2.269,0.094,0.088,8.36E-06,7.00,0.00,0.00,0.10
213.360,96.520,1413.000,4.618,953.500,13.400,217.000,0.878,702.467,2.269,0.094,0.088,8.36E-06,9.00,0.00,0.00,0.10
213.360,96.520,1601.000,4.618,575.500,14.700,130.000,0.878,702.467,2.269,0.094,0.088,8.36E-06,20.00,0.00,0.00,0.10
213.360,96.520,1720.000,4.618,902.600,13.200,277.000,0.878,702.467,2.269,0.094,0.088,8.36E-06,23.00,0.00,0.00,0.20
215.900,99.060,1226.000,4.618,882.100,13.400,123.000,1.249,818.740,2.278,0.134,0.105,8.36E-06,7.00,0.00,0.00,0.10
215.900,99.060,1413.000,4.618,953.500,13.400,217.000,1.249,818.740,2.278,0.134,0.105,8.36E-06,9.00,0.00,0.00,0.10
215.900,99.060,1485.000,4.618,685.100,12.800,236.000,1.249,818.740,2.278,0.134,0.105,8.36E-06,11.00,0.00,0.00,0.40
284.480,96.520,1226.000,4.618,882.100,13.400,123.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,7.00,0.00,0.00,0.10
284.480,96.520,1413.000,4.618,953.500,13.400,217.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,9.00,0.00,0.00,0.10
284.480,96.520,1449.000,4.618,606.100,13.200,160.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,10.00,0.00,0.00,0.10
284.480,96.520,1485.000,4.618,685.100,12.800,236.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,11.00,0.00,0.00,0.20
284.480,96.520,1560.000,4.618,897.300,13.200,260.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,13.00,0.00,0.00,0.10
276.860,154.940,1720.000,4.618,902.600,13.200,277.000,0.570,590.700,2.174,0.093,0.075,8.36E-06,23.00,0.00,0.00,0.30
284.480,96.520,1601.000,4.618,575.500,14.700,130.000,0.797,593.205,2.214,0.094,0.082,8.36E-06,20.00,0.00,0.00,0.10
281.940,93.980,1226.000,4.618,882.100,13.400,123.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,7.00,0.00,0.00,0.20
281.940,93.980,1413.000,4.618,953.500,13.400,217.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,9.00,0.00,0.00,0.10
281.940,93.980,1449.000,4.618,606.100,13.200,160.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,10.00,0.00,0.00,0.20
281.940,93.980,1485.000,4.618,685.100,12.800,236.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,11.00,0.00,0.00,0.30
281.940,93.980,1522.000,4.618,748.000,12.700,298.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,12.00,0.00,0.00,0.30
281.940,93.980,1601.000,4.618,575.500,14.700,130.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,20.00,0.00,0.00,0.40
281.940,93.980,1720.000,4.618,902.600,13.200,277.000,1.169,754.439,2.272,0.138,0.107,8.36E-06,23.00,0.00,0.00,0.30
302.260,144.780,1226.000,4.482,882.100,13.400,123.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,7.00,0.00,0.00,0.10
302.260,144.780,1413.000,4.482,953.500,13.400,217.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,9.00,0.00,0.00,0.10
302.260,144.780,1485.000,4.482,685.100,12.800,236.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,11.00,0.00,0.00,0.20
302.260,144.780,1560.000,4.482,897.300,13.200,260.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,13.00,0.00,0.00,0.20
302.260,144.780,1547.000,4.482,950.700,11.600,310.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,17.00,0.00,0.00,0.10
302.260,144.780,1601.000,4.482,575.500,14.700,130.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,20.00,0.00,0.00,0.30
302.260,144.780,1720.000,4.482,902.600,13.200,277.000,0.797,676.167,2.227,0.098,0.076,8.36E-06,23.00,0.00,0.00,0.20
259.080,104.140,569.000,4.618,1020.400,13.300,218.000,1.004,627.289,2.270,0.114,0.069,8.03E-06,10.00,0.00,0.00,1.60
259.080,104.140,914.000,4.618,1188.200,13.800,166.000,1.004,627.289,2.270,0.114,0.069,8.03E-06,17.00,0.00,0.00,1.10
259.080,104.140,1046.000,4.618,876.400,12.900,246.000,1.004,627.289,2.270,0.114,0.069,8.03E-06,19.00,0.00,0.00,1.60
259.080,104.140,1197.000,4.618,1104.000,13.300,237.000,1.004,627.289,2.270,0.114,0.069,8.03E-06,21.00,0.00,0.00,0.30
233.680,106.680,896.000,4.618,549.000,12.700,98.000,0.785,609.160,2.270,0.114,0.068,9.68E-06,14.00,0.00,0.00,1.20
233.680,106.680,923.000,4.618,304.600,12.500,230.000,0.785,609.160,2.270,0.114,0.068,9.68E-06,17.00,0.00,0.00,1.10
233.680,106.680,951.000,4.618,462.900,12.900,214.000,0.785,609.160,2.270,0.114,0.068,9.68E-06,20.00,0.00,0.00,0.30
248.920,86.360,266.000,4.482,870.700,12.900,237.000,1.025,612.786,2.270,0.114,0.075,8.88E-06,10.00,0.00,0.00,1.00
248.920,86.360,401.000,4.482,1281.700,13.600,183.000,1.025,612.786,2.270,0.114,0.075,8.88E-06,17.00,0.00,0.00,2.50
248.920,86.360,450.000,4.482,817.500,13.100,221.000,1.025,612.786,2.270,0.114,0.075,8.88E-06,19.00,0.00,0.00,2.30
259.080,104.140,1373.000,4.618,1246.800,12.100,272.000,1.004,627.289,2.270,0.114,0.069,8.03E-06,25.00,0.00,0.00,0.60
233.680,106.680,1091.000,4.618,549.600,11.700,245.000,0.785,609.160,2.270,0.114,0.068,9.68E-06,24.00,0.00,0.00,0.80
299.720,101.600,2322.000,4.618,1319.900,13.800,89.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,8.00,0.00,0.00,1.10
299.720,101.600,4255.000,4.618,1418.500,14.300,78.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,17.00,0.00,0.00,0.30
299.720,101.600,4246.000,4.618,1357.600,13.300,148.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,23.00,0.00,0.00,0.30
299.720,101.600,4338.000,4.618,1353.500,13.200,154.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,24.00,0.00,0.00,0.80
299.720,101.600,4523.000,4.618,2121.000,14.100,97.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,26.00,0.00,0.00,0.10
299.720,101.600,4801.000,4.618,1244.200,13.000,207.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,29.00,0.00,0.00,0.20
299.720,101.600,4986.000,4.618,1274.200,14.700,124.000,1.297,736.068,2.270,0.114,0.092,8.75E-06,31.00,0.00,0.00,0.40
261.620,111.760,1090.000,6.096,1142.200,8.200,486.000,1.062,659.923,2.270,0.114,0.102,8.70E-06,22.00,0.00,0.00,0.20
261.620,111.760,1286.000,6.096,1379.300,8.600,312.000,1.062,659.923,2.270,0.114,0.102,8.70E-06,25.00,0.00,0.00,0.20
261.620,111.760,1309.000,6.096,1309.800,7.900,370.000,1.062,659.923,2.270,0.114,0.102,8.70E-06,29.00,0.00,0.00,0.50
261.620,589.280,1070.000,6.096,1238.400,8.400,639.000,1.035,489.503,2.270,0.114,0.096,8.39E-06,21.00,0.00,0.00,0.30
261.620,589.280,1090.000,6.096,1145.300,8.300,479.000,1.035,489.503,2.270,0.114,0.096,8.39E-06,22.00,0.00,0.00,0.40
261.620,589.280,1286.000,6.096,1376.900,8.600,311.000,1.035,489.503,2.270,0.114,0.096,8.39E-06,25.00,0.00,0.00,0.30
261.620,589.280,1309.000,6.096,1315.500,7.900,368.000,1.035,489.503,2.270,0.114,0.096,8.39E-06,29.00,0.00,0.00,1.00
210.820,154.940,2739.000,4.482,743.600,9.900,489.000,0.724,659.923,2.266,0.112,0.092,8.36E-06,1.00,0.00,0.00,0.50
210.820,154.940,3425.000,4.482,848.100,12.400,130.000,0.724,659.923,2.266,0.112,0.092,8.36E-06,5.00,2.00,38.00,1.50
223.520,147.320,2736.000,4.482,782.400,10.400,380.000,1.006,717.938,2.288,0.143,0.083,8.36E-06,2.00,7.00,29.30,0.40
223.520,147.320,3425.000,4.482,848.100,12.400,130.000,1.006,717.938,2.288,0.143,0.083,8.36E-06,5.00,2.00,39.00,0.90
223.520,147.320,3072.000,4.482,904.600,9.000,493.000,1.006,717.938,2.288,0.143,0.083,8.36E-06,10.00,9.00,6.00,0.20
281.940,157.480,2739.000,4.482,743.600,9.900,489.000,0.704,662.340,2.247,0.116,0.069,8.36E-06,1.00,1.00,90.00,0.20
281.940,157.480,2736.000,4.482,782.400,10.400,380.000,0.704,662.340,2.247,0.116,0.069,8.36E-06,2.00,10.00,12.40,0.30
281.940,157.480,3425.000,4.482,848.100,12.400,130.000,0.704,662.340,2.247,0.116,0.069,8.36E-06,5.00,2.00,14.00,2.30
281.940,157.480,3266.000,4.482,750.000,10.800,321.000,0.704,662.340,2.247,0.116,0.069,8.36E-06,6.00,1.00,152.50,2.10
287.020,149.860,2739.000,4.482,743.600,9.900,489.000,1.062,710.686,2.257,0.114,0.106,9.60E-06,1.00,31.00,15.50,0.50
287.020,149.860,3425.000,4.482,848.100,12.400,130.000,1.062,710.686,2.257,0.114,0.106,9.60E-06,5.00,0.00,0.00,0.70
287.020,149.860,3329.000,4.482,860.000,10.700,240.000,1.062,710.686,2.257,0.114,0.106,9.60E-06,8.00,0.00,0.00,0.90
287.020,149.860,3240.000,4.482,1119.800,10.700,135.000,1.062,710.686,2.257,0.114,0.106,9.60E-06,13.00,0.00,0.00,0.20
213.360,154.940,2739.000,4.482,743.600,9.900,489.000,0.654,637.924,2.261,0.114,0.075,8.36E-06,1.00,12.00,31.40,0.20
185.420,160.020,2739.000,4.482,743.600,9.900,489.000,0.394,739.694,2.243,0.114,0.102,7.30E-06,1.00,1.00,152.50,0.70
185.420,160.020,2736.000,4.482,782.400,10.400,380.000,0.394,739.694,2.243,0.114,0.102,7.30E-06,2.00,21.00,105.50,0.80
287.020,149.860,2739.000,4.618,743.600,9.900,489.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,1.00,0.00,0.00,0.10
287.020,149.860,2736.000,4.618,782.400,10.400,380.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,2.00,13.00,28.30,0.30
287.020,149.860,3425.000,4.618,848.100,12.400,130.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,5.00,1.00,152.50,0.40
213.360,154.940,3317.000,4.482,946.700,9.400,316.000,0.654,637.924,2.261,0.114,0.075,8.36E-06,4.00,1.00,152.50,0.10
223.520,147.320,3311.000,4.482,773.100,10.500,220.000,1.006,717.938,2.288,0.143,0.083,8.36E-06,9.00,0.00,0.00,0.30
287.020,149.860,3072.000,4.618,904.600,9.000,493.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,10.00,0.00,0.00,0.20
287.020,149.860,3314.000,4.618,784.900,9.900,475.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,12.00,0.00,0.00,0.60
287.020,149.860,2635.000,4.618,914.200,8.800,524.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,16.00,0.00,0.00,0.60
287.020,149.860,2988.000,4.618,701.900,11.100,170.000,0.395,527.411,2.233,0.121,0.062,6.21E-06,19.00,0.00,0.00,0.80
284.480,147.320,2739.000,4.482,743.600,9.900,489.000,0.523,410.250,2.227,0.143,0.070,9.20E-06,1.00,1.00,152.50,0.20
284.480,147.320,3425.000,4.482,848.100,12.400,130.000,0.523,410.250,2.227,0.143,0.070,9.20E-06,5.00,1.00,152.50,0.80
284.480,147.320,3329.000,4.482,860.000,10.700,240.000,0.523,410.250,2.227,0.143,0.070,9.20E-06,8.00,0.00,0.00,0.70
284.480,147.320,3329.000,4.482,845.000,9.600,476.000,0.523,410.250,2.227,0.143,0.070,9.20E-06,11.00,0.00,0.00,0.20
205.740,106.680,2739.000,4.482,743.600,9.900,489.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,1.00,0.00,0.00,0.10
205.740,106.680,3425.000,4.482,848.100,12.400,130.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,5.00,0.00,0.00,0.60
205.740,106.680,3329.000,4.482,860.000,10.700,240.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,8.00,0.00,0.00,0.40
205.740,106.680,3072.000,4.482,904.600,9.000,493.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,10.00,0.00,0.00,0.10
205.740,106.680,3314.000,4.482,784.900,9.900,475.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,12.00,0.00,0.00,0.60
205.740,106.680,3240.000,4.482,1119.800,10.700,135.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,13.00,0.00,0.00,0.10
205.740,106.680,2635.000,4.482,914.200,8.800,524.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,16.00,0.00,0.00,0.40
205.740,106.680,2873.000,4.482,815.500,10.200,419.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,17.00,0.00,0.00,0.20
205.740,106.680,2988.000,4.482,701.900,11.100,170.000,0.709,657.022,2.327,0.114,0.086,8.90E-06,19.00,0.00,0.00,0.50
210.820,106.680,2739.000,4.482,743.600,9.900,489.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,1.00,0.00,0.00,0.20
210.820,106.680,2736.000,4.482,782.400,10.400,380.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,2.00,0.00,0.00,0.40
210.820,106.680,3425.000,4.482,848.100,12.400,130.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,5.00,0.00,0.00,0.90
210.820,106.680,3329.000,4.482,860.000,10.700,240.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,8.00,0.00,0.00,1.20
210.820,106.680,3072.000,4.482,904.600,9.000,493.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,10.00,0.00,0.00,0.40
210.820,106.680,3329.000,4.482,845.000,9.600,476.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,11.00,0.00,0.00,0.70
210.820,106.680,3314.000,4.482,784.900,9.900,475.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,12.00,0.00,0.00,0.40
210.820,106.680,3240.000,4.482,1119.800,10.700,135.000,0.995,637.924,2.288,0.114,0.090,7.20E-06,13.00,0.00,0.00,0.50
279.400,104.140,2739.000,4.482,743.600,9.900,489.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,1.00,0.00,0.00,0.10
279.400,104.140,2736.000,4.482,782.400,10.400,380.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,2.00,0.00,0.00,0.30
279.400,104.140,3425.000,4.482,848.100,12.400,130.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,5.00,0.00,0.00,0.50
279.400,104.140,3329.000,4.482,860.000,10.700,240.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,8.00,0.00,0.00,0.60
279.400,104.140,3311.000,4.482,773.100,10.500,220.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,9.00,0.00,0.00,0.10
279.400,104.140,3072.000,4.482,904.600,9.000,493.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,10.00,0.00,0.00,0.30
279.400,104.140,3314.000,4.482,784.900,9.900,475.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,12.00,0.00,0.00,0.50
279.400,104.140,3240.000,4.482,1119.800,10.700,135.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,13.00,0.00,0.00,0.20
279.400,104.140,2635.000,4.482,914.200,8.800,524.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,16.00,0.00,0.00,0.70
279.400,104.140,2873.000,4.482,815.500,10.200,419.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,17.00,0.00,0.00,0.50
279.400,104.140,2988.000,4.482,701.900,11.100,170.000,0.788,625.476,2.238,0.114,0.075,8.36E-06,19.00,0.00,0.00,0.90
281.940,109.220,2739.000,4.482,743.600,9.900,489.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,1.00,4.00,4.30,0.30
281.940,109.220,3425.000,4.482,848.100,12.400,130.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,5.00,0.00,0.00,0.30
281.940,109.220,3329.000,4.482,860.000,10.700,240.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,8.00,0.00,0.00,0.80
281.940,109.220,3314.000,4.482,784.900,9.900,475.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,12.00,0.00,0.00,0.50
281.940,109.220,3240.000,4.482,1119.800,10.700,135.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,13.00,0.00,0.00,0.20
281.940,109.220,2635.000,4.482,914.200,8.800,524.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,16.00,0.00,0.00,0.10
281.940,109.220,2873.000,4.482,815.500,10.200,419.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,17.00,0.00,0.00,0.20
281.940,109.220,2988.000,4.482,701.900,11.100,170.000,1.007,637.924,2.276,0.128,0.079,8.36E-06,19.00,0.00,0.00,0.20
193.040,93.980,3071.000,6.096,776.100,7.000,950.000,0.676,569.169,2.270,0.114,0.076,8.36E-06,17.00,0.00,0.00,0.20
193.040,93.980,3211.000,6.096,674.600,5.800,1193.000,0.676,569.169,2.270,0.114,0.076,8.36E-06,19.00,0.00,0.00,0.30
190.500,101.600,1918.000,4.618,746.900,6.400,1154.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,0.00,0.00,0.00,0.20
190.500,101.600,2077.000,4.618,754.800,8.600,646.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,4.00,0.00,0.00,0.10
190.500,101.600,2650.000,4.618,998.600,7.800,872.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,11.00,0.00,0.00,0.30
190.500,101.600,2931.000,4.618,755.100,5.800,1128.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,15.00,0.00,0.00,0.30
190.500,101.600,3071.000,4.618,776.100,7.000,950.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,17.00,0.00,0.00,0.30
190.500,101.600,3211.000,4.618,674.600,5.800,1193.000,0.601,630.196,2.270,0.114,0.074,8.36E-06,19.00,0.00,0.00,0.20
248.920,101.600,2077.000,6.096,754.800,8.600,646.000,0.685,565.494,2.270,0.114,0.088,8.36E-06,4.00,0.00,0.00,0.10
248.920,101.600,2400.000,6.096,650.300,6.800,1069.000,0.685,565.494,2.270,0.114,0.088,8.36E-06,6.00,0.00,0.00,0.10
248.920,101.600,2650.000,6.096,998.600,7.800,872.000,0.685,565.494,2.270,0.114,0.088,8.36E-06,11.00,0.00,0.00,0.20
248.920,101.600,2931.000,6.096,755.100,5.800,1128.000,0.685,565.494,2.270,0.114,0.088,8.36E-06,15.00,0.00,0.00,0.10
248.920,127.000,1918.000,4.618,746.900,6.400,1154.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,0.00,0.00,0.00,0.10
248.920,127.000,2077.000,4.618,754.800,8.600,646.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,4.00,0.00,0.00,0.10
248.920,127.000,2400.000,4.618,650.300,6.800,1069.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,6.00,0.00,0.00,0.40
248.920,127.000,2650.000,4.618,998.600,7.800,872.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,11.00,0.00,0.00,0.20
248.920,127.000,2931.000,4.618,755.100,5.800,1128.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,15.00,0.00,0.00,0.20
248.920,127.000,3071.000,4.618,776.100,7.000,950.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,17.00,0.00,0.00,0.20
248.920,127.000,3211.000,4.618,674.600,5.800,1193.000,0.869,671.287,2.270,0.114,0.099,8.36E-06,19.00,0.00,0.00,0.40
236.220,144.780,560.000,6.096,1481.900,14.700,87.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,11.00,0.00,0.00,2.00
236.220,144.780,642.000,6.096,1096.900,14.900,91.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,16.00,0.00,0.00,0.80
236.220,144.780,689.000,6.096,1533.000,14.200,78.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,19.00,0.00,0.00,3.60
236.220,144.780,958.000,6.096,949.600,16.300,44.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,23.00,0.00,0.00,3.70
236.220,144.780,980.000,6.096,1493.200,15.100,109.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,26.00,0.00,0.00,3.90
236.220,144.780,1049.000,6.096,1458.900,15.000,89.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,30.00,0.00,0.00,4.70
236.220,144.780,1107.000,6.096,1126.600,17.000,22.000,1.226,616.412,2.270,0.114,0.082,8.18E-06,32.00,0.00,0.00,4.70
238.760,137.160,560.000,6.096,1481.600,14.700,87.000,1.088,605.534,2.270,0.114,0.101,8.34E-06,11.00,0.00,0.00,1.50
238.760,137.160,665.000,6.096,1097.400,15.000,91.000,1.088,605.534,2.270,0.114,0.101,8.34E-06,16.00,0.00,0.00,2.60
238.760,137.160,741.000,6.096,1531.200,14.200,78.000,1.088,605.534,2.270,0.114,0.101,8.34E-06,19.00,0.00,0.00,3.30
238.760,137.160,958.000,6.096,936.200,16.400,44.000,1.088,605.534,2.270,0.114,0.101,8.34E-06,23.00,0.00,0.00,3.30
238.760,137.160,980.000,6.096,1474.400,15.100,108.000,1.088,605.534,2.270,0.114,0.101,8.34E-06,26.00,0.00,0.00,3.80
254.000,180.340,2674.000,6.096,1029.600,18.700,5.000,1.269,739.694,2.270,0.114,0.125,1.11E-05,41.00,0.00,0.00,0.30
254.000,180.340,3108.000,6.096,1598.300,18.000,6.000,1.269,739.694,2.270,0.114,0.125,1.11E-05,44.00,0.00,0.00,0.30
254.000,180.340,4414.000,6.096,972.700,18.200,22.000,1.269,739.694,2.270,0.114,0.125,1.11E-05,51.00,0.00,0.00,0.40
254.000,180.340,4879.000,6.096,1705.200,19.400,0.000,1.269,739.694,2.270,0.114,0.125,1.11E-05,53.00,0.00,0.00,0.70
254.000,180.340,5393.000,6.096,1484.100,17.400,20.000,1.269,739.694,2.270,0.114,0.125,1.11E-05,55.00,0.00,0.00,0.40
193.040,157.480,684.000,6.350,1531.000,11.900,209.000,0.563,637.924,2.270,0.079,0.082,8.90E-06,38.00,0.00,0.00,0.60
193.040,157.480,567.000,6.350,1157.100,12.900,206.000,0.563,637.924,2.270,0.079,0.082,8.90E-06,39.00,0.00,0.00,0.70
193.040,157.480,603.000,6.350,1096.400,12.700,240.000,0.563,637.924,2.270,0.079,0.082,8.90E-06,40.00,0.00,0.00,0.40
193.040,157.480,664.000,6.350,1129.500,14.400,103.000,0.563,637.924,2.270,0.079,0.082,8.90E-06,43.00,0.00,0.00,1.10
193.040,157.480,812.000,6.350,995.200,13.200,127.000,0.563,637.924,2.270,0.079,0.082,8.90E-06,46.00,0.00,0.00,1.70
200.660,101.600,684.000,6.096,1531.000,11.900,209.000,0.644,637.924,2.270,0.097,0.082,8.97E-06,38.00,0.00,0.00,0.20
200.660,101.600,567.000,6.096,1157.100,12.900,206.000,0.644,637.924,2.270,0.097,0.082,8.97E-06,39.00,0.00,0.00,0.40
200.660,101.600,664.000,6.096,1129.500,14.400,103.000,0.644,637.924,2.270,0.097,0.082,8.97E-06,43.00,0.00,0.00,0.90
200.660,101.600,812.000,6.096,995.200,13.200,127.000,0.644,637.924,2.270,0.097,0.082,8.97E-06,46.00,0.00,0.00,0.90
205.740,101.600,684.000,6.096,1531.000,11.900,209.000,0.599,637.924,2.270,0.081,0.082,9.15E-06,38.00,0.00,0.00,0.50
205.740,101.600,603.000,6.096,1096.400,12.700,240.000,0.599,637.924,2.270,0.081,0.082,9.15E-06,40.00,0.00,0.00,0.20
205.740,101.600,664.000,6.096,1129.500,14.400,103.000,0.599,637.924,2.270,0.081,0.082,9.15E-06,43.00,0.00,0.00,0.80
205.740,101.600,812.000,6.096,995.200,13.200,127.000,0.599,637.924,2.270,0.081,0.082,9.15E-06,46.00,0.00,0.00,0.80
208.280,152.400,684.000,6.096,1531.000,11.900,209.000,0.481,637.924,2.270,0.080,0.082,8.20E-06,38.00,0.00,0.00,0.30
208.280,152.400,567.000,6.096,1157.100,12.900,206.000,0.481,637.924,2.270,0.080,0.082,8.20E-06,39.00,0.00,0.00,0.20
208.280,152.400,664.000,6.096,1129.500,14.400,103.000,0.481,637.924,2.270,0.080,0.082,8.20E-06,43.00,0.00,0.00,0.70
208.280,152.400,812.000,6.096,995.200,13.200,127.000,0.481,637.924,2.270,0.080,0.082,8.20E-06,46.00,0.00,0.00,1.00
205.740,101.600,684.000,6.096,1531.000,11.900,209.000,0.611,705.900,2.231,0.078,0.099,8.90E-06,38.00,0.00,0.00,0.40
205.740,101.600,603.000,6.096,1096.400,12.700,240.000,0.611,705.900,2.231,0.078,0.099,8.90E-06,40.00,0.00,0.00,0.30
