ST,BT,AD,JS,AP,AT,FI,CS,EM,DE,MR,TS,CT,AG,PN,PL,FA
292.100,152.400,821.000,4.482,532.100,11.000,106.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,6.00,0.00,0.00,0.10
292.100,152.400,918.000,4.482,339.200,10.700,220.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,7.00,0.00,0.00,0.20
292.100,152.400,2420.000,4.482,370.800,10.900,231.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,12.00,0.00,0.00,0.20
292.100,152.400,1206.000,4.482,264.100,10.100,333.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,15.00,0.00,0.00,0.20
292.100,152.400,1281.000,4.482,414.300,10.100,421.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,18.00,0.00,0.00,0.70
292.100,152.400,1359.000,4.482,397.300,10.000,395.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,20.00,0.00,0.00,0.50
302.260,149.860,793.000,4.618,344.200,9.800,403.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,3.00,0.00,0.00,0.40
302.260,149.860,918.000,4.618,339.200,10.700,220.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,7.00,0.00,0.00,0.10
302.260,149.860,2453.000,4.618,335.400,10.500,208.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,11.00,0.00,0.00,0.10
302.260,149.860,1281.000,4.618,414.300,10.100,421.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,18.00,0.00,0.00,0.30
302.260,149.860,1359.000,4.618,397.300,10.000,395.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,20.00,0.00,0.00,0.50
302.260,149.860,1645.000,4.618,376.100,11.500,206.000,0.959,638.167,2.412,0.130,0.080,8.36E-06,24.00,0.00,0.00,0.10
218.440,170.180,786.000,4.482,304.400,10.500,239.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,5.00,0.00,0.00,0.20
218.440,170.180,821.000,4.482,532.100,11.000,106.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,6.00,0.00,0.00,0.30
218.440,170.180,918.000,4.482,339.200,10.700,220.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,7.00,0.00,0.00,0.10
218.440,170.180,1105.000,4.482,442.600,10.700,255.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,8.00,0.00,0.00,0.20
218.440,170.180,1206.000,4.482,264.100,10.100,333.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,15.00,5.00,25.80,0.30
218.440,149.860,1119.000,4.618,458.200,9.900,313.000,0.604,518.511,2.407,0.090,0.068,8.36E-06,16.00,0.00,0.00,0.50
213.360,149.860,1119.000,4.618,458.200,9.900,313.000,0.960,623.663,2.358,0.137,0.091,8.36E-06,16.00,0.00,0.00,0.10
292.100,152.400,1119.000,4.482,458.200,9.900,313.000,0.519,533.015,2.339,0.084,0.058,8.36E-06,16.00,0.00,0.00,0.20
218.440,170.180,1931.000,4.482,233.100,10.300,294.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,9.00,0.00,0.00,0.10
218.440,170.180,1359.000,4.482,397.300,10.000,395.000,0.497,451.690,2.339,0.086,0.073,8.40E-06,20.00,10.00,41.80,0.90
193.040,157.480,821.000,4.618,532.100,11.000,106.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,6.00,0.00,0.00,0.10
193.040,157.480,918.000,4.618,339.200,10.700,220.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,7.00,0.00,0.00,0.20
193.040,157.480,1105.000,4.618,442.600,10.700,255.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,8.00,0.00,0.00,0.50
193.040,157.480,1931.000,4.618,233.100,10.300,294.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,9.00,0.00,0.00,0.30
193.040,157.480,2420.000,4.618,370.800,10.900,231.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,12.00,0.00,0.00,0.20
193.040,157.480,1323.000,4.618,324.700,10.400,528.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,14.00,0.00,0.00,0.30
193.040,157.480,1206.000,4.618,264.100,10.100,333.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,15.00,0.00,0.00,0.70
193.040,157.480,1119.000,4.618,458.200,9.900,313.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,16.00,0.00,0.00,0.40
193.040,157.480,1281.000,4.618,414.300,10.100,421.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,18.00,0.00,0.00,0.50
193.040,157.480,1359.000,4.618,397.300,10.000,395.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,20.00,0.00,0.00,0.50
193.040,157.480,1645.000,4.618,376.100,11.500,206.000,0.912,677.146,2.315,0.126,0.083,8.67E-06,24.00,0.00,0.00,0.40
251.460,154.940,786.000,4.618,304.400,10.500,239.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,5.00,0.00,0.00,0.20
251.460,154.940,821.000,4.618,532.100,11.000,106.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,6.00,0.00,0.00,0.30
251.460,154.940,918.000,4.618,339.200,10.700,220.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,7.00,0.00,0.00,0.10
251.460,154.940,1105.000,4.618,442.600,10.700,255.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,8.00,0.00,0.00,0.20
251.460,154.940,2453.000,4.618,335.400,10.500,208.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,11.00,0.00,0.00,0.10
251.460,154.940,2420.000,4.618,370.800,10.900,231.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,12.00,0.00,0.00,0.40
251.460,154.940,1206.000,4.618,264.100,10.100,333.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,15.00,0.00,0.00,0.20
251.460,154.940,1119.000,4.618,458.200,9.900,313.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,16.00,0.00,0.00,0.20
251.460,154.940,1281.000,4.618,414.300,10.100,421.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,18.00,0.00,0.00,0.50
251.460,154.940,1359.000,4.618,397.300,10.000,395.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,20.00,0.00,0.00,0.90
251.460,154.940,1524.000,4.618,523.300,11.000,363.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,22.00,0.00,0.00,0.30
251.460,154.940,1645.000,4.618,376.100,11.500,206.000,0.534,496.755,2.300,0.088,0.063,8.36E-06,24.00,0.00,0.00,1.20
284.480,157.480,918.000,4.482,339.200,10.700,220.000,0.936,507.633,2.368,0.138,0.093,8.36E-06,7.00,0.00,0.00,0.10
284.480,157.480,1856.000,4.482,366.400,10.800,224.000,0.936,507.633,2.368,0.138,0.093,8.36E-06,10.00,0.00,0.00,0.10
284.480,157.480,1206.000,4.482,264.100,10.100,333.000,0.936,507.633,2.368,0.138,0.093,8.36E-06,15.00,0.00,0.00,0.10
284.480,157.480,1119.000,4.482,458.200,9.900,313.000,0.936,507.633,2.368,0.138,0.093,8.36E-06,16.00,0.00,0.00,0.20
210.820,96.520,793.000,4.482,344.200,9.800,403.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,3.00,0.00,0.00,0.20
210.820,96.520,786.000,4.482,304.400,10.500,239.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,5.00,0.00,0.00,0.20
210.820,96.520,821.000,4.482,532.100,11.000,106.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,6.00,0.00,0.00,0.20
210.820,96.520,918.000,4.482,339.200,10.700,220.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,7.00,0.00,0.00,0.20
210.820,96.520,1105.000,4.482,442.600,10.700,255.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,8.00,0.00,0.00,0.30
210.820,96.520,1856.000,4.482,366.400,10.800,224.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,10.00,0.00,0.00,0.10
210.820,96.520,2453.000,4.482,335.400,10.500,208.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,11.00,0.00,0.00,0.10
210.820,96.520,2420.000,4.482,370.800,10.900,231.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,12.00,0.00,0.00,0.10
210.820,96.520,1323.000,4.482,324.700,10.400,528.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,14.00,0.00,0.00,0.10
210.820,96.520,1206.000,4.482,264.100,10.100,333.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,15.00,0.00,0.00,0.30
210.820,96.520,1119.000,4.482,458.200,9.900,313.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,16.00,0.00,0.00,0.80
210.820,96.520,1281.000,4.482,414.300,10.100,421.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,18.00,0.00,0.00,0.30
210.820,96.520,1524.000,4.482,523.300,11.000,363.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,22.00,0.00,0.00,0.10
210.820,96.520,1645.000,4.482,376.100,11.500,206.000,0.460,591.030,2.356,0.076,0.074,8.36E-06,24.00,0.00,0.00,0.90
215.900,114.300,793.000,4.482,344.200,9.800,403.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,3.00,0.00,0.00,0.10
215.900,114.300,786.000,4.482,304.400,10.500,239.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,5.00,0.00,0.00,0.10
215.900,114.300,918.000,4.482,339.200,10.700,220.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,7.00,0.00,0.00,0.10
215.900,114.300,1931.000,4.482,233.100,10.300,294.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,9.00,0.00,0.00,0.20
215.900,114.300,1206.000,4.482,264.100,10.100,333.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,15.00,0.00,0.00,0.40
215.900,114.300,1203.000,4.482,341.100,10.600,218.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,17.00,0.00,0.00,0.10
215.900,114.300,1418.000,4.482,422.000,10.200,419.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,21.00,0.00,0.00,0.20
215.900,114.300,1645.000,4.482,376.100,11.500,206.000,0.944,668.988,2.411,0.141,0.096,8.36E-06,24.00,0.00,0.00,0.20
297.180,106.680,793.000,4.618,344.200,9.800,403.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,3.00,0.00,0.00,0.30
297.180,106.680,786.000,4.618,304.400,10.500,239.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,5.00,0.00,0.00,0.50
297.180,106.680,821.000,4.618,532.100,11.000,106.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,6.00,0.00,0.00,0.60
297.180,106.680,918.000,4.618,339.200,10.700,220.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,7.00,0.00,0.00,0.70
297.180,106.680,1105.000,4.618,442.600,10.700,255.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,8.00,0.00,0.00,0.50
297.180,106.680,1931.000,4.618,233.100,10.300,294.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,9.00,0.00,0.00,0.20
297.180,106.680,1856.000,4.618,366.400,10.800,224.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,10.00,0.00,0.00,0.10
297.180,106.680,2453.000,4.618,335.400,10.500,208.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,11.00,0.00,0.00,0.30
297.180,106.680,2420.000,4.618,370.800,10.900,231.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,12.00,0.00,0.00,0.60
297.180,106.680,1323.000,4.618,324.700,10.400,528.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,14.00,0.00,0.00,0.20
297.180,106.680,1206.000,4.618,264.100,10.100,333.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,15.00,0.00,0.00,1.10
297.180,106.680,1119.000,4.618,458.200,9.900,313.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,16.00,0.00,0.00,1.50
297.180,106.680,1203.000,4.618,341.100,10.600,218.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,17.00,0.00,0.00,0.10
297.180,106.680,1281.000,4.618,414.300,10.100,421.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,18.00,0.00,0.00,0.20
297.180,106.680,1359.000,4.618,397.300,10.000,395.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,20.00,0.00,0.00,0.30
297.180,106.680,1418.000,4.618,422.000,10.200,419.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,21.00,0.00,0.00,0.50
297.180,106.680,1524.000,4.618,523.300,11.000,363.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,22.00,0.00,0.00,1.00
297.180,106.680,1645.000,4.618,376.100,11.500,206.000,0.426,348.091,2.281,0.084,0.055,8.36E-06,24.00,0.00,0.00,2.20
294.640,116.840,793.000,4.482,344.200,9.800,403.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,3.00,0.00,0.00,0.40
294.640,116.840,786.000,4.482,304.400,10.500,239.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,5.00,0.00,0.00,0.20
294.640,116.840,821.000,4.482,532.100,11.000,106.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,6.00,0.00,0.00,0.20
294.640,116.840,918.000,4.482,339.200,10.700,220.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,7.00,0.00,0.00,0.30
294.640,116.840,1105.000,4.482,442.600,10.700,255.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,8.00,0.00,0.00,0.10
294.640,116.840,1931.000,4.482,233.100,10.300,294.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,9.00,0.00,0.00,0.20
294.640,116.840,1856.000,4.482,366.400,10.800,224.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,10.00,0.00,0.00,0.20
294.640,116.840,1206.000,4.482,264.100,10.100,333.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,15.00,0.00,0.00,0.50
294.640,116.840,1418.000,4.482,422.000,10.200,419.000,0.927,647.836,2.351,0.124,0.091,8.36E-06,21.00,0.00,0.00,0.20
226.060,165.100,5.000,4.482,532.300,11.000,105.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,5.00,0.00,0.00,0.10
226.060,165.100,6.000,4.482,341.100,10.700,217.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,6.00,0.00,0.00,0.10
226.060,165.100,6.000,4.482,443.000,10.700,251.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,7.00,0.00,0.00,0.10
226.060,165.100,80.000,4.482,371.200,10.900,230.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,11.00,0.00,0.00,0.40
226.060,165.100,100.000,4.482,326.500,10.400,523.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,13.00,0.00,0.00,0.40
226.060,165.100,1840.000,4.482,264.200,10.100,330.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,14.00,0.00,0.00,0.40
226.060,165.100,187.000,4.482,458.300,10.000,311.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,15.00,0.00,0.00,0.20
226.060,165.100,2627.000,4.482,373.300,11.500,204.000,0.504,456.870,2.297,0.081,0.063,8.70E-06,23.00,0.00,0.00,0.90
327.660,203.200,5.000,4.482,532.300,11.000,105.000,0.439,461.704,2.345,0.089,0.057,7.82E-06,5.00,0.00,0.00,0.20
327.660,203.200,6.000,4.482,341.100,10.700,217.000,0.439,461.704,2.345,0.089,0.057,7.82E-06,6.00,0.00,0.00,0.10
327.660,203.200,1840.000,4.482,264.200,10.100,330.000,0.439,461.704,2.345,0.089,0.057,7.82E-06,14.00,0.00,0.00,0.40
327.660,203.200,187.000,4.482,458.300,10.000,311.000,0.439,461.704,2.345,0.089,0.057,7.82E-06,15.00,0.00,0.00,0.20
327.660,203.200,2627.000,4.482,373.300,11.500,204.000,0.439,461.704,2.345,0.089,0.057,7.82E-06,23.00,0.00,0.00,0.20
271.780,388.620,1567.000,4.119,522.100,11.100,88.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,11.00,0.00,0.00,0.30
271.780,388.620,2010.000,4.119,215.600,10.500,252.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,14.00,0.00,0.00,0.20
271.780,388.620,2152.000,4.119,407.500,10.500,199.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,16.00,0.00,0.00,0.50
271.780,388.620,2364.000,4.119,390.600,10.500,437.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,19.00,0.00,0.00,0.40
271.780,388.620,2506.000,4.119,455.500,10.000,277.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,21.00,0.00,0.00,1.10
271.780,388.620,2577.000,4.119,323.500,10.800,172.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,22.00,0.00,0.00,0.40
271.780,388.620,2648.000,4.119,433.200,10.800,327.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,23.00,0.00,0.00,0.60
271.780,388.620,2790.000,4.119,485.900,10.000,363.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,25.00,0.00,0.00,0.50
271.780,388.620,2932.000,4.119,539.800,11.100,307.000,1.128,580.152,2.270,0.114,0.089,9.54E-06,27.00,0.00,0.00,0.30
210.820,157.480,630.000,3.810,887.700,14.900,11.000,0.802,637.924,2.287,0.114,0.088,8.36E-06,16.00,0.00,0.00,0.20
223.520,165.100,699.000,4.482,1089.200,14.100,152.000,0.969,683.129,2.287,0.156,0.082,8.36E-06,19.00,0.00,0.00,0.20
297.180,154.940,388.000,4.618,1464.500,12.800,144.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,0.00,0.00,0.00,0.10
223.520,165.100,392.000,4.482,1163.100,13.500,52.000,0.969,683.129,2.287,0.156,0.082,8.36E-06,1.00,0.00,0.00,0.10
223.520,165.100,525.000,4.482,1266.900,14.200,30.000,0.969,683.129,2.287,0.156,0.082,8.36E-06,6.00,0.00,0.00,0.20
223.520,165.100,467.000,4.482,1203.100,12.900,145.000,0.969,683.129,2.287,0.156,0.082,8.36E-06,4.00,0.00,0.00,0.30
297.180,154.940,467.000,4.618,1203.100,12.900,145.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,4.00,0.00,0.00,0.10
210.820,157.480,495.000,3.810,1028.900,13.600,45.000,0.802,637.924,2.287,0.114,0.088,8.36E-06,5.00,0.00,0.00,0.10
297.180,154.940,495.000,4.618,1028.900,13.600,45.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,5.00,0.00,0.00,0.30
210.820,157.480,525.000,3.810,1266.900,14.200,30.000,0.802,637.924,2.287,0.114,0.088,8.36E-06,6.00,0.00,0.00,0.20
210.820,157.480,625.000,3.810,1232.200,13.300,120.000,0.802,637.924,2.287,0.114,0.088,8.36E-06,9.00,0.00,0.00,0.10
210.820,157.480,686.000,3.810,1427.800,13.000,120.000,0.802,637.924,2.287,0.114,0.088,8.36E-06,13.00,0.00,0.00,0.20
223.520,165.100,625.000,4.482,1232.200,13.300,120.000,0.969,683.129,2.287,0.156,0.082,8.36E-06,9.00,0.00,0.00,0.10
297.180,154.940,625.000,4.618,1232.200,13.300,120.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,9.00,0.00,0.00,0.40
297.180,154.940,686.000,4.618,1427.800,13.000,120.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,13.00,0.00,0.00,0.50
297.180,154.940,603.000,4.618,1044.000,14.700,60.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,15.00,0.00,0.00,0.40
297.180,154.940,630.000,4.618,887.700,14.900,11.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,16.00,0.00,0.00,0.40
297.180,154.940,699.000,4.618,1089.200,14.100,152.000,0.652,625.114,2.228,0.114,0.090,8.36E-06,19.00,0.00,0.00,0.30
279.400,160.020,440.000,4.618,1190.100,13.800,59.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,3.00,0.00,0.00,0.20
279.400,160.020,495.000,4.618,1028.900,13.600,45.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,5.00,0.00,0.00,0.30
279.400,160.020,589.000,4.618,1055.200,13.200,144.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,8.00,0.00,0.00,0.20
279.400,160.020,625.000,4.618,1232.200,13.300,120.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,9.00,0.00,0.00,0.30
279.400,160.020,686.000,4.618,1427.800,13.000,120.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,13.00,0.00,0.00,0.90
279.400,160.020,603.000,4.618,1044.000,14.700,60.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,15.00,0.00,0.00,0.20
279.400,160.020,630.000,4.618,887.700,14.900,11.000,0.694,644.610,2.270,0.114,0.073,8.36E-06,16.00,0.00,0.00,0.70
233.680,139.700,388.000,3.243,1464.500,12.800,144.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,0.00,0.00,0.00,0.70
233.680,139.700,440.000,3.243,1190.100,13.800,59.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,3.00,0.00,0.00,0.20
233.680,139.700,467.000,3.243,1203.100,12.900,145.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,4.00,0.00,0.00,0.30
233.680,139.700,495.000,3.243,1028.900,13.600,45.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,5.00,0.00,0.00,0.40
233.680,139.700,625.000,3.243,1232.200,13.300,120.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,9.00,0.00,0.00,0.40
233.680,139.700,686.000,3.243,1427.800,13.000,120.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,13.00,0.00,0.00,0.80
233.680,139.700,630.000,3.243,887.700,14.900,11.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,16.00,0.00,0.00,0.40
233.680,139.700,699.000,3.243,1089.200,14.100,152.000,0.453,282.824,2.185,0.128,0.064,1.01E-05,19.00,0.00,0.00,0.10
226.060,154.940,525.000,4.618,1266.900,14.200,30.000,0.329,780.304,2.270,0.114,0.079,8.36E-06,6.00,0.00,0.00,0.10
226.060,154.940,625.000,4.618,1232.200,13.300,120.000,0.329,780.304,2.270,0.114,0.079,8.36E-06,9.00,0.00,0.00,0.40
226.060,154.940,686.000,4.618,1427.800,13.000,120.000,0.329,780.304,2.270,0.114,0.079,8.36E-06,13.00,0.00,0.00,0.30
226.060,154.940,603.000,4.618,1044.000,14.700,60.000,0.329,780.304,2.270,0.114,0.079,8.36E-06,15.00,0.00,0.00,0.10
226.060,154.940,630.000,4.618,887.700,14.900,11.000,0.329,780.304,2.270,0.114,0.079,8.36E-06,16.00,0.00,0.00,0.20
287.020,175.260,495.000,4.482,1028.900,13.600,45.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,5.00,8.00,8.40,0.20
287.020,175.260,556.000,4.482,1474.200,12.800,129.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,7.00,17.00,21.60,0.20
287.020,175.260,589.000,4.482,1055.200,13.200,144.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,8.00,9.00,13.30,0.20
287.020,175.260,625.000,4.482,1232.200,13.300,120.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,9.00,5.00,6.00,0.30
287.020,175.260,686.000,4.482,1427.800,13.000,120.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,13.00,0.00,0.00,0.80
287.020,175.260,630.000,4.482,887.700,14.900,11.000,0.370,448.457,2.156,0.091,0.063,8.36E-06,16.00,2.00,2.00,0.20
307.340,152.400,440.000,4.482,1190.100,13.800,59.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,3.00,0.00,0.00,0.10
307.340,152.400,495.000,4.482,1028.900,13.600,45.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,5.00,0.00,0.00,0.40
307.340,152.400,589.000,4.482,1055.200,13.200,144.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,8.00,0.00,0.00,0.10
307.340,152.400,625.000,4.482,1232.200,13.300,120.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,9.00,0.00,0.00,0.60
307.340,152.400,686.000,4.482,1427.800,13.000,120.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,13.00,0.00,0.00,0.80
307.340,152.400,603.000,4.482,1044.000,14.700,60.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,15.00,0.00,0.00,0.30
307.340,152.400,630.000,4.482,887.700,14.900,11.000,0.339,551.806,2.127,0.098,0.067,7.70E-06,16.00,0.00,0.00,0.50
208.280,119.380,467.000,4.233,1203.100,12.900,145.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,4.00,0.00,0.00,0.10
208.280,119.380,495.000,4.233,1028.900,13.600,45.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,5.00,0.00,0.00,0.20
208.280,119.380,556.000,4.233,1474.200,12.800,129.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,7.00,0.00,0.00,0.20
208.280,119.380,625.000,4.233,1232.200,13.300,120.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,9.00,0.00,0.00,0.10
208.280,119.380,686.000,4.233,1427.800,13.000,120.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,13.00,0.00,0.00,0.40
208.280,119.380,630.000,4.233,887.700,14.900,11.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,16.00,0.00,0.00,0.20
208.280,119.380,699.000,4.233,1089.200,14.100,152.000,0.744,706.335,2.228,0.114,0.079,8.36E-06,19.00,0.00,0.00,0.20
210.820,96.520,525.000,4.354,1266.900,14.200,30.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,6.00,0.00,0.00,0.30
210.820,96.520,625.000,4.354,1232.200,13.300,120.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,9.00,0.00,0.00,0.50
210.820,96.520,686.000,4.354,1427.800,13.000,120.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,13.00,0.00,0.00,0.20
210.820,96.520,630.000,4.354,887.700,14.900,11.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,16.00,0.00,0.00,0.40
210.820,96.520,699.000,4.354,1089.200,14.100,152.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,19.00,0.00,0.00,0.10
299.720,93.980,525.000,4.618,1266.900,14.200,30.000,0.600,637.924,2.257,0.103,0.075,7.65E-06,6.00,0.00,0.00,0.10
299.720,93.980,686.000,4.618,1427.800,13.000,120.000,0.600,637.924,2.257,0.103,0.075,7.65E-06,13.00,0.00,0.00,0.20
314.960,93.980,388.000,4.618,1464.500,12.800,144.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,0.00,0.00,0.00,0.10
314.960,93.980,392.000,4.618,1163.100,13.500,52.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,1.00,0.00,0.00,0.10
210.820,96.520,495.000,4.354,1028.900,13.600,45.000,0.678,637.924,2.297,0.114,0.078,8.36E-06,5.00,0.00,0.00,0.10
314.960,93.980,467.000,4.618,1203.100,12.900,145.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,4.00,0.00,0.00,0.10
314.960,93.980,495.000,4.618,1028.900,13.600,45.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,5.00,0.00,0.00,0.20
314.960,93.980,589.000,4.618,1055.200,13.200,144.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,8.00,0.00,0.00,0.20
314.960,93.980,625.000,4.618,1232.200,13.300,120.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,9.00,0.00,0.00,0.30
314.960,93.980,686.000,4.618,1427.800,13.000,120.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,13.00,0.00,0.00,0.40
314.960,93.980,603.000,4.618,1044.000,14.700,60.000,0.751,639.607,2.270,0.105,0.079,8.36E-06,15.00,0.00,0.00,0.10
